FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,marche_nom,jour,organisme,geometry
_mview_marche_marches.fid--c72d8f_193db82c344_-5b03,Plateaux,Amou,Amou 3,Evou,Yao-cope,Marché de Yao-cope,{mercredi},Non,"MULTIPOLYGON (((1.0377587853970338 7.515575007251791, 1.037779863682762 7.515155170977888, 1.0377831432470004 7.515014142926166, 1.0377735936822188 7.51488617875809, 1.0375157554331127 7.514924377017217, 1.0372426378803559 7.514979764492951, 1.0371261331900188 7.515016052839121, 1.0370669258883725 7.515077170053724, 1.0370420970199399 7.515233782916143, 1.0369905293701187 7.515398035430388, 1.0371891603175778 7.515470612122731, 1.0375176653460687 7.515531729337335, 1.0377587853970338 7.515575007251791)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b02,Plateaux,Amou,Amou 1,Amlamé (Ouma),Ezime,Marché D Ezime,{lundi},Non,"MULTIPOLYGON (((0.9385083866104057 7.487992973000395, 0.9386543062447329 7.488561147576557, 0.9388877776596563 7.488673323295446, 0.9389789774311107 7.488682443272591, 0.9390875051591414 7.488682443272591, 0.9390875051591413 7.4887079792085975, 0.9391394890288705 7.4887079792085975, 0.9391376650334414 7.4887535790943245, 0.939198768880316 7.48875266709661, 0.9392631027913435 7.48884007873616, 0.9395399471284026 7.488858055641165, 0.9397844330364549 7.488902997903674, 0.9401241965410274 7.488858055641166, 0.9403399194010735 7.488823899521658, 0.9405448561181174 7.488897604832175, 0.9408648450271859 7.488911986356177, 0.9408972034561929 7.488804124926154, 0.9411093309352381 7.488818506450157, 0.9413646029862928 7.4888149110691575, 0.9415911119893412 7.488847269498164, 0.9417600948963774 7.488818506450158, 0.9417924533253842 7.488751991901644, 0.9419111008984096 7.4887376103776395, 0.9420782861149455 7.488732217306139, 0.9423964773335134 7.488822101831159, 0.9424575988105264 7.4890450154532076, 0.9427398362190867 7.489129506906725, 0.9430382528421505 7.489237368336747, 0.9433384671557147 7.489269726765755, 0.9436854214222888 7.489251749860752, 0.9438993465918345 7.4890288362387025, 0.944032375688863 7.48892277249918, 0.9441923701433972 7.488662107376625, 0.9443289946214264 7.488575818232605, 0.9443919137889398 7.488410430706571, 0.9445120708778357 7.4879456743001525, 0.9442768004792279 7.487880599509048, 0.9440715645995917 7.487798004581878, 0.9438062596820129 7.487705398148383, 0.9435159259986247 7.487640323357279, 0.9430779225969617 7.48753770541746, 0.9429219215283132 7.487507164582406, 0.9426902028910061 7.487483494399025, 0.9425431985942201 7.48746854480952, 0.9422367320093951 7.487461070014769, 0.9419364944201962 7.48744985782264, 0.9416586812152529 7.4874810028007746, 0.9413634268225556 7.48751962257366, 0.9409946702814651 7.487590633123802, 0.9407318066660257 7.487629252896687, 0.9404066530943209 7.4876790848617, 0.940248436605407 7.487704000844206, 0.9400055057759725 7.487751341210968, 0.9398148985098008 7.4877812403899755, 0.9395682302829904 7.4878223517611096, 0.9392293729209076 7.487873429525245, 0.9387783936375469 7.487946931673639, 0.9385753283801223 7.487981814049146, 0.9385080552273556 7.487988043044774, 0.9385080552273556 7.487988043044774, 0.9385083866104057 7.487992973000395)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b01,Plateaux,Amou,Amou 2,Ekpégnon,Ekpegnon Onyawlou,Marché Ekpegnon,{mercredi},Oui,"MULTIPOLYGON (((1.0159333333333334 7.251740000000001, 1.0158833333333335 7.250893333333333, 1.01669 7.250793333333333, 1.01669 7.250793333333333, 1.0169383333333333 7.251723333333333, 1.0169383333333333 7.251723333333333, 1.0169383333333333 7.251723333333333, 1.0169383333333333 7.251723333333333, 1.0159333333333334 7.251740000000001)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b00,Plateaux,Amou,Amou 2,Ekpégnon,Nyile,Marché Nyile,{jeudi},Non,"MULTIPOLYGON (((0.9734983333333334 7.325658333333333, 0.9731716666666668 7.325783333333334, 0.9732283333333334 7.326058333333333, 0.9735441110454413 7.325966347303049, 0.9735441110454413 7.325966347303049, 0.9734983333333334 7.325658333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5aff,Plateaux,Amou,Amou 2,Ekpégnon,Agbogboli,Marché d'agbogboli,{dimanche},Non,"MULTIPOLYGON (((0.99612 7.295131666666666, 0.9961583333333334 7.295161666666667, 0.9962633333333333 7.29492, 0.9961583333333334 7.294884999999999, 0.9960783333333333 7.294955000000001, 0.996120078272852 7.295133325179828, 0.99612 7.295131666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5afe,Plateaux,Amou,Amou 2,Amou-Oblo,Patatoukou,Marché de Patatoukou,{mercredi},Non,"MULTIPOLYGON (((0.848862388872824 7.345561055963789, 0.8488058935757427 7.345460171504715, 0.8489279044274225 7.345401065080458, 0.8489843997245039 7.345511444547444, 0.848862388872824 7.345561055963789)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5afd,Plateaux,Amou,Amou 2,Amou-Oblo,Amou-oblo,Marché d'amou-oblo,{vendredi},Oui,"MULTIPOLYGON (((0.8676258604248823 7.391013684679176, 0.8669608722157552 7.389755276498675, 0.8679658095542119 7.389191676626364, 0.8686874559515606 7.3904172826978956, 0.8676258604248823 7.391013684679176)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5afc,Plateaux,Amou,Amou 2,Sodo,Mamakope,Marché de Mamakope,{mardi},Oui,"MULTIPOLYGON (((0.8739216666666666 7.3012983333333334, 0.8738516666666667 7.30086, 0.8743816666666666 7.30077, 0.874385 7.300775000000001, 0.8744066666666667 7.300858333333334, 0.8745966666666667 7.300968333333333, 0.8745983333333334 7.300970000000001, 0.8746233333333334 7.301266666666667, 0.8745016666666667 7.301261666666666, 0.8745033333333333 7.301254999999999, 0.8745033333333333 7.301254999999999, 0.8739216666666666 7.3012983333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5afb,Plateaux,Amou,Amou 2,Sodo,Sodo,Marché de Sodo,{jeudi},Non,"MULTIPOLYGON (((0.8212983333333334 7.310598333333333, 0.8211999999999999 7.3101, 0.820285 7.310326666666667, 0.8204240446206257 7.31083257481321, 0.8212983333333334 7.310598333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5afa,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,Kpeledji,Marché de Kpeledji,{mercredi},Non,"MULTIPOLYGON (((0.8279091692986396 7.191391848896908, 0.8278773112455288 7.1911582359054735, 0.8275450000000001 7.191068333333334, 0.8271783333333332 7.191061666666667, 0.8271499999999999 7.191278333333334, 0.8279091692986396 7.191391848896908)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af9,Plateaux,Amou,Amou 3,Evou,Temedja Betel,Marché de Assiyeye,{lundi},Non,"MULTIPOLYGON (((1.0573302887539178 7.531899644558894, 1.0583315174005492 7.5333239275632575, 1.0593609496710297 7.532583582437227, 1.0583385683065112 7.53104648493747, 1.0573302887539178 7.531899644558894)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af8,Plateaux,Amou,Amou 3,Evou,Bethel,Marché d'evou,{lundi},Non,"MULTIPOLYGON (((1.0576366666666668 7.532521666666666, 1.0577416666666666 7.532638333333334, 1.0578 7.53272, 1.0578566666666667 7.532796666666667, 1.0579749999999999 7.532995, 1.058025 7.5330666666666675, 1.058065 7.533115, 1.0581099999999999 7.533176666666666, 1.05814 7.53323, 1.0581783333333334 7.533295, 1.0582183333333333 7.5333483333333335, 1.0582383333333332 7.533370000000001, 1.05829 7.53344, 1.0583150000000001 7.533473333333334, 1.058375 7.53344, 1.0584383333333334 7.533396666666666, 1.0584833333333334 7.533365, 1.0585516666666666 7.533313333333332, 1.05864 7.533258333333333, 1.0587883333333332 7.533156666666668, 1.0588333333333333 7.533123333333333, 1.0589033333333333 7.533076666666666, 1.05897 7.533013333333334, 1.0590183333333334 7.532973333333333, 1.0590666666666666 7.5329266666666665, 1.0591333333333333 7.532885, 1.0591866666666665 7.532861666666667, 1.0592616666666668 7.532818333333334, 1.0592883333333334 7.532805, 1.0593433333333333 7.532768333333333, 1.0594083333333333 7.532701666666666, 1.0594166666666667 7.5326900000000006, 1.0595166666666667 7.532608333333333, 1.0595999999999999 7.53254, 1.0595766666666668 7.53252, 1.0595299999999999 7.53248, 1.0594916666666667 7.5324100000000005, 1.059475 7.532346666666666, 1.0594216666666665 7.532258333333334, 1.0593866666666665 7.532211666666666, 1.0593516666666667 7.53213, 1.059345 7.532074999999999, 1.05924 7.5319666666666665, 1.0591683333333333 7.531866666666668, 1.0591433333333333 7.531811666666666, 1.0590933333333332 7.531721666666666, 1.0590433333333331 7.531651666666666, 1.0589783333333334 7.531580000000001, 1.0589683333333333 7.531528333333334, 1.0589583333333332 7.531509999999999, 1.05882 7.531478333333332, 1.0587266666666666 7.531451666666667, 1.0587183333333334 7.531436666666667, 1.0586583333333333 7.531431666666666, 1.0585083333333332 7.531411666666666, 1.058495 7.531411666666666, 1.0584583333333333 7.531415, 1.0583850000000001 7.531421666666667, 1.0582533333333333 7.531451666666667, 1.0581616666666667 7.531476666666666, 1.05793 7.531491666666667, 1.0578 7.531493333333333, 1.0576716666666668 7.531503333333334, 1.0575283333333334 7.5315866666666675, 1.0574816666666667 7.531618333333334, 1.0573766666666666 7.531703333333333, 1.057235 7.531831666666666, 1.0571899999999999 7.53187, 1.0571633333333332 7.531936666666667, 1.0572733333333335 7.5320350000000005, 1.05733 7.532119999999999, 1.0574266666666667 7.532258333333334, 1.0575083333333335 7.532369999999999, 1.0575416666666666 7.532441666666667, 1.0575933333333334 7.5324816666666665, 1.0576366666666668 7.532521666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af7,Plateaux,Amou,Amou 3,Gamé,Yabui,Marché de Yabui,{lundi},Non,"MULTIPOLYGON (((1.024131594808539 7.818763752667132, 1.0242137305064096 7.818757181811303, 1.0243303631973861 7.818753896383386, 1.0243303631973861 7.818753896383386, 1.024445353174405 7.818748968241516, 1.0245061335908294 7.81873254110194, 1.0245012054489573 7.818640549120325, 1.0244535667441925 7.818530487285178, 1.0244601376000222 7.818468064154798, 1.0245324170141483 7.818405641024416, 1.0245833411468281 7.8183382897521625, 1.0245849838607857 7.818229870630973, 1.0245669140072542 7.818177303784338, 1.0244617803139802 7.818160876644764, 1.02436650290445 7.8181543057889336, 1.024249870213474 7.8181625193587205, 1.0241693772295606 7.818167447500593, 1.024143093806242 7.818459850585013, 1.024131594808539 7.818763752667132)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af6,Plateaux,Amou,Amou 3,Otadi,Medi,Marché de Otadi,{jeudi},Non,"MULTIPOLYGON (((0.9980519593414059 7.675355712845014, 0.9989571916976956 7.675097081617716, 0.9988022953711884 7.674607854606272, 0.9979281279839683 7.674819495131599, 0.9979281279839683 7.674819495131599, 0.9980519593414059 7.675355712845014)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af5,Plateaux,Amou,Amou 3,Hihéatro,Lado,Marché de Hiheatro,"{mercredi,samedi}",Non,"MULTIPOLYGON (((1.1095883333333334 7.536944999999999, 1.1094666666666666 7.536911666666667, 1.1094266666666668 7.536898333333333, 1.1093916666666668 7.536881666666666, 1.1093183333333334 7.536843333333334, 1.1092716666666667 7.536835, 1.1092716666666667 7.536835, 1.1092566666666668 7.536831666666666, 1.10922 7.5368200000000005, 1.1091683333333333 7.536815, 1.109145 7.536806666666666, 1.1091133333333334 7.536795000000001, 1.1090633333333335 7.536781666666667, 1.1090483333333334 7.536784999999999, 1.1089983333333333 7.536793333333333, 1.1089466666666667 7.536786666666666, 1.1089283333333335 7.536784999999999, 1.1088983333333333 7.536786666666666, 1.1088633333333333 7.536781666666667, 1.1088266666666666 7.536763333333333, 1.1087883333333333 7.536758333333334, 1.1087183333333333 7.536753333333333, 1.10867 7.5367500000000005, 1.10863 7.5367500000000005, 1.1085683333333334 7.536761666666666, 1.1084933333333333 7.53676, 1.1084500000000002 7.53676, 1.1084150000000002 7.536765000000001, 1.10837 7.5367733333333335, 1.1083516666666666 7.53678, 1.1083183333333333 7.536826666666667, 1.1083466666666666 7.536878333333334, 1.1083633333333334 7.536923333333334, 1.1083783333333335 7.5369649999999995, 1.108385 7.536995, 1.1083916666666667 7.537018333333333, 1.108405 7.537063333333333, 1.108425 7.537106666666666, 1.108445 7.537146666666667, 1.1084583333333333 7.537193333333333, 1.1084983333333334 7.53728, 1.1085183333333333 7.537328333333333, 1.1085316666666667 7.537371666666667, 1.108545 7.537425, 1.1085666666666667 7.537481666666667, 1.10858 7.537531666666666, 1.1085983333333334 7.537585, 1.1086133333333335 7.537633333333334, 1.10864 7.537681666666667, 1.108655 7.537714999999999, 1.108675 7.537751666666666, 1.1087066666666667 7.53774, 1.1087150000000001 7.537735, 1.1087383333333334 7.537726666666667, 1.1087783333333334 7.537711666666667, 1.1088216666666668 7.5376883333333335, 1.10887 7.537631666666666, 1.1089283333333335 7.537581666666667, 1.108985 7.537541666666668, 1.10903 7.537506666666667, 1.1091116666666667 7.537446666666667, 1.1091483333333334 7.537401666666667, 1.1095883333333334 7.536944999999999)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af4,Plateaux,Amou,Amou 3,Témédja,Sotoco,Marché de Temedja,{jeudi},Non,"MULTIPOLYGON (((1.0755433333333333 7.515878333333334, 1.0757944017088854 7.515633553073913, 1.0759719866574466 7.515716221929277, 1.0759719866574466 7.515716221929277, 1.0762291786519147 7.515872374211633, 1.0764802470274666 7.516059144588568, 1.0764955560747564 7.516711310003112, 1.076391454553186 7.516996058282703, 1.075959739419615 7.517133839708309, 1.0756504966643619 7.51716445780289, 1.0755249624765855 7.516818473334141, 1.0752034724835005 7.516901142189506, 1.074808499063425 7.517002181901619, 1.074731953826976 7.516683753717992, 1.0747197065891443 7.516435747151898, 1.074686026685107 7.51590911592513, 1.0748911679187898 7.515590687741503, 1.0751544835321738 7.515364113841614, 1.075286141338866 7.515459029934811, 1.0754974061914644 7.515452906315895, 1.0755494569522497 7.515547822409092, 1.075537209714418 7.515679480215783, 1.075537209714418 7.515679480215783, 1.075472911715801 7.515743778214402, 1.0754269845739317 7.515854003354888, 1.0755433333333333 7.515878333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af3,Plateaux,Amou,Amou 3,Avédjè,Glelou,Marché de Glelou,{mercredi},Non,"MULTIPOLYGON (((1.065994299156954 7.451059729766747, 1.0658135500165076 7.451409509172498, 1.0661937712418834 7.451776885086205, 1.067054407123646 7.451910476327552, 1.067041561811978 7.451543100413844, 1.066784655578616 7.4515045644788405, 1.0664095724779075 7.451216829497474, 1.066001091566862 7.451042133258789, 1.065994299156954 7.451059729766747)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af2,Plateaux,Anié,Anié 1,Pallakoko,Palakoko,Grand Marché de Palakoko,"{mercredi,samedi}",Non,"MULTIPOLYGON (((1.1021133333333333 7.839378333333333, 1.1023524376674814 7.839595420245771, 1.102728173049714 7.839652349849138, 1.102813567454767 7.839407552554653, 1.1027054012083668 7.8391513693394925, 1.1023752095088288 7.838935036846694, 1.1019368515628907 7.8389748875690515, 1.1021133333333333 7.839378333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af1,Plateaux,Anié,Anié 1,Anié,Agodjololo,Marché Agodjololo,{jeudi},Oui,"MULTIPOLYGON (((1.1899433333333334 7.8618766666666655, 1.1891083333333334 7.862196666666667, 1.1890916666666667 7.8618250000000005, 1.1894783333333334 7.861748333333333, 1.1898888607114924 7.861463094987918, 1.1899433333333334 7.8618766666666655)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5af0,Plateaux,Anié,Anié 1,Anié,Djamgbassou,Marché de Djamgbassou,{jeudi},Oui,"MULTIPOLYGON (((1.1906055953892358 7.827447691600079, 1.190772532139208 7.827423997351696, 1.1908489999408083 7.827271061748495, 1.190824228681135 7.826882260672754, 1.1906486758408417 7.826891953774365, 1.1906055953892358 7.827447691600079)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5aef,Plateaux,Anié,Anié 1,Anié,Djangbassou,Marché de Djangbassou,{jeudi},Non,"MULTIPOLYGON (((1.1904949999999999 7.826040000000001, 1.1904949999999999 7.8262583333333335, 1.1903033333333333 7.8262366666666665, 1.1903000000000001 7.826044999999999, 1.1904949999999999 7.826040000000001)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5aee,Plateaux,Moyen-Mono,Moyen-Mono 1,Ahassomè,Ahassome,Marché de Ahassome,{jeudi},Oui,"MULTIPOLYGON (((1.5022477928610727 7.234643973257307, 1.5025224298771966 7.235094956146942, 1.5029329399434033 7.234664209669023, 1.5027161212464633 7.234357772577348, 1.5022477928610727 7.234643973257307)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5aed,Plateaux,Anié,Anié 1,Anié,Abassa Cope,Marché d'abassa Cope,{lundi},Oui,"MULTIPOLYGON (((1.2219616534532611 7.73024460294424, 1.2221526532034117 7.730287168602843, 1.2221821217362918 7.730027954656212, 1.2220549704740487 7.730014857530487, 1.2219114478046498 7.730199854431345, 1.2219616534532611 7.73024460294424)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5aec,Plateaux,Anié,Anié 1,Anié,Anie,Marché Moderne d'anie,"{mardi,mercredi,jeudi,dimanche}",Oui,"MULTIPOLYGON (((1.1930983676742422 7.7667313256305714, 1.1958049497651575 7.766748528482846, 1.195845089753794 7.766169365789663, 1.1958049497651575 7.765337894596479, 1.1954895641401568 7.764965166130569, 1.1954150184469752 7.763766700755566, 1.1937979503333351 7.7637093579146566, 1.1937578103446986 7.76404194639193, 1.193127039094697 7.764082086380568, 1.1930983676742422 7.7667313256305714)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5aeb,Plateaux,Anié,Anié 1,Anié,Assivime,Marché Assivime,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.1949066666666668 7.7557350000000005, 1.193515 7.755603333333333, 1.1934483333333332 7.7564133333333345, 1.194895 7.756643333333333, 1.1949066666666668 7.7557350000000005)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5aea,Plateaux,Anié,Anié 1,Anié,Aotere,Marché d'aotere,{mardi},Oui,"MULTIPOLYGON (((1.2049997221472493 7.7455560062783455, 1.20509557609657 7.74570375799875, 1.2048176223528815 7.74597745191495, 1.2046695933476217 7.745755940885497, 1.2049997221472493 7.7455560062783455)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae9,Plateaux,Anié,Anié 1,Anié,Kaboule Cope,Marché de Kaboule Kope,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.1963171867837112 7.735849478313032, 1.1965716666666668 7.735804999999999, 1.1968483333333335 7.736260000000001, 1.1965333333333334 7.7364033333333335, 1.1963171867837112 7.735849478313032)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae8,Plateaux,Anié,Anié 1,Kolo-Kopé,Banassime,Marché de Banassime,"{lundi,dimanche,mardi}",Non,"MULTIPOLYGON (((1.3722983333333334 7.765953333333332, 1.37245 7.766111666666665, 1.3727333333333334 7.765988333333333, 1.3725516666666666 7.765783333333333, 1.3722983333333334 7.765953333333332)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae7,Plateaux,Anié,Anié 1,Kolo-Kopé,Kpendele,Marché de Kpindele,{lundi},Non,"MULTIPOLYGON (((1.3529858503996908 7.777493015139603, 1.3529858503996908 7.777493015139603, 1.3529858503996908 7.777493015139603, 1.3529369894683687 7.778391304569292, 1.3539713938823306 7.778365897950833, 1.3539492872274113 7.777471507050597, 1.3529858503996908 7.777493015139603)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae6,Plateaux,Anié,Anié 1,Kolo-Kopé,Zogo,Marché de Kolo Cope,{samedi},Non,"MULTIPOLYGON (((1.2876166666666666 7.793586666666666, 1.2876249999999998 7.792718333333333, 1.2876249999999998 7.792718333333333, 1.2881466666666666 7.79276, 1.288445 7.793515, 1.2876166666666666 7.793586666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae5,Plateaux,Anié,Anié 2,Adogbénou,Tchagritchakpa,Marché Tchagritchakpa,{dimanche},Non,"MULTIPOLYGON (((1.52805 7.820901666666667, 1.5278116666666666 7.820908333333334, 1.5278416666666668 7.821251666666666, 1.5280911826432084 7.821243946570981, 1.52805 7.820901666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae4,Plateaux,Anié,Anié 2,Adogbénou,Afole,Marché Hampa,{mercredi},Oui,"MULTIPOLYGON (((1.6025333333333331 7.814688333333334, 1.6020900000000002 7.814640000000001, 1.6020566666666667 7.815010000000001, 1.6024499999999997 7.815033333333334, 1.6024499999999997 7.815033333333334, 1.6024499999999997 7.815033333333334, 1.6025333333333331 7.814688333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae3,Plateaux,Anié,Anié 2,Adogbénou,Okouta Tere,Marché d'adogbenou,{vendredi},Non,"MULTIPOLYGON (((1.4326192624098573 7.736955734064468, 1.4315868712597772 7.737515347958902, 1.430824638541494 7.737061867734101, 1.4310851484578693 7.7362031498616055, 1.4319149207841015 7.735875100337281, 1.4326192624098573 7.736955734064468)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae2,Plateaux,Anié,Anié 2,Adogbénou,Kpatala,Marché de Kpatala,{samedi},Non,"MULTIPOLYGON (((1.5377666666666665 7.7818216666666675, 1.53723 7.781628333333333, 1.5372316666666668 7.781796666666666, 1.5377816666666666 7.781864999999999, 1.5377666666666665 7.7818216666666675)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae1,Plateaux,Anié,Anié 2,Adogbénou,Okeloukoutou,Marché d'okeloukoutou,{mardi},Non,"MULTIPOLYGON (((1.4623516666666667 7.7463983333333335, 1.462805 7.746281666666666, 1.4619816666666667 7.745461666666667, 1.462352466087622 7.746400531920397, 1.4623516666666667 7.7463983333333335)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ae0,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Agoxoe,Marché de Carrington Agoxoe,{lundi},Non,"MULTIPOLYGON (((0.7625356650711252 7.06118293862715, 0.762329188413604 7.061039230873515, 0.7626380774932557 7.060641143877814, 0.7627867406866712 7.060712171848001, 0.7625356650711252 7.06118293862715)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5adf,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Wougba,Marché de Wougba,{mercredi},Non,"MULTIPOLYGON (((0.8595703962873527 7.073382557893147, 0.8593678186126664 7.07341654743588, 0.8593868527565967 7.0737904324059375, 0.8594616297506084 7.073876086053624, 0.8597498610729805 7.073783634497391, 0.8597321865107597 7.073469571122541, 0.8595703962873527 7.073382557893147)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ade,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Samimonnou,Marché de Samimonnou,{dimanche},Oui,"MULTIPOLYGON (((0.9236876970318436 7.067515799404283, 0.9232212047912055 7.066913698954156, 0.9235249671804585 7.066599087908145, 0.9241107946454462 7.066837758356844, 0.9236876970318436 7.067515799404283)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5add,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tchitchavicope,Marché de Tchitchavicope,{dimanche},Oui,"MULTIPOLYGON (((0.8915486849648636 7.052488035323843, 0.8916386708479014 7.0526855043449554, 0.8919336245756362 7.052600517677641, 0.891901129673428 7.052360555322874, 0.8915486849648636 7.052488035323843)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5adc,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Kpele Tutu Litito,Marché Eve de Litito,{mercredi},Non,"MULTIPOLYGON (((0.83204452689356 7.048005155366245, 0.8323103966198905 7.0479633055019155, 0.8322636232421101 7.047475877670307, 0.8320051387859553 7.047564500912417, 0.83204452689356 7.048005155366245)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5adb,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Bodze,Marché de Bodze,{dimanche},Oui,"MULTIPOLYGON (((0.9113856896975221 7.088532711574409, 0.9113580460617108 7.08889898974891, 0.9117243242362113 7.089182337015976, 0.912463791494165 7.088802237023569, 0.9121458896823343 7.0880074824939925, 0.9113856896975221 7.088532711574409)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ada,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Wedji,Marché de Wedji Assivime,"{mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((0.7320966666666667 7.128143333333332, 0.73212 7.128046666666667, 0.732685 7.128056666666667, 0.7328333333333333 7.128029999999999, 0.732915 7.128220000000001, 0.7320966666666667 7.128143333333332)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ad9,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Adeta,Marché D Adeta,{lundi},Oui,"MULTIPOLYGON (((0.7356199938185595 7.1339346257870355, 0.7359402066232413 7.135493922922876, 0.7382930746228609 7.135013603715852, 0.7379450172264671 7.133454306580009, 0.7356199938185595 7.1339346257870355)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ad8,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,Tado Ajatche,Marché de Tado,{lundi},Oui,"MULTIPOLYGON (((1.592521518349418 7.143311788740294, 1.5930117887141404 7.142969190172175, 1.59378558892834 7.142408037345083, 1.5934784315914057 7.141799629543079, 1.5928818375331293 7.142112693751877, 1.592822768814488 7.142508454166774, 1.5924683565026405 7.142927842069128, 1.592521518349418 7.143311788740294)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ad7,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Zongo,Ancien Marché d'adeta,"{mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((0.7355732618854047 7.129192427540187, 0.7355512404510263 7.1287373178963644, 0.7365789073886934 7.128568486899461, 0.7375258290669725 7.128524444030704, 0.7376432767169918 7.129331896624585, 0.7355732618854047 7.129192427540187)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ad6,Plateaux,Anié,Anié 2,Atchinédji,Azonaha,Marché de Azonaha,{samedi},Non,"MULTIPOLYGON (((1.4174683333333333 7.585954999999999, 1.4176466666666667 7.585603333333334, 1.4183616666666665 7.586040000000001, 1.4182533333333334 7.586195, 1.4178733333333333 7.586263333333333, 1.4177816666666667 7.5864666666666665, 1.4174683333333333 7.585954999999999)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ad5,Plateaux,Anié,Anié 2,Atchinédji,Atchinedji,Marché d'atchinedji,{jeudi},Non,"MULTIPOLYGON (((1.4165383333333335 7.680829999999999, 1.4171705555198364 7.680334592968366, 1.4171705555198364 7.680334592968366, 1.4171705555198364 7.680334592968366, 1.4176920685670322 7.680989381572068, 1.4170141016056776 7.681522483798091, 1.4165383333333335 7.680829999999999)))"
