FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_type,cooperative_nom,geometry
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6990,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.429845 10.358063333333332, 0.429955 10.359013333333333, 0.430495 10.35895, 0.430645 10.357951666666667, 0.429845 10.358063333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6991,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.42969 10.357203333333333, 0.430195 10.357038333333332, 0.4305166666666667 10.356981666666666, 0.4306816666666667 10.356978333333332, 0.4307233333333333 10.357165, 0.4307166666666667 10.35746, 0.4306883333333333 10.357681666666668, 0.4306633333333333 10.357866666666666, 0.4306433333333333 10.357936666666665, 0.4305133333333334 10.35796, 0.430305 10.358001666666667, 0.4301316666666667 10.358025, 0.4299633333333333 10.358038333333333, 0.429825 10.358051666666666, 0.4296883333333333 10.358066666666668, 0.42969 10.357203333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6992,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4269718599042021 10.36696476539425, 0.427097179596829 10.368110545441121, 0.4270966666666667 10.368215, 0.426915 10.36845, 0.4267733333333333 10.368671666666668, 0.4266333333333333 10.368678333333333, 0.4265966666666667 10.36821, 0.426175 10.368263333333335, 0.4261693549303929 10.368010747205181, 0.4260778516627606 10.367071346810846, 0.4269705058225436 10.366965421832548, 0.4269718599042021 10.36696476539425)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6993,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4277909022662798 10.365774689676341, 0.4275829747584684 10.36499496152205, 0.4285394412944005 10.364890997768143, 0.4286122159221345 10.36574350055017, 0.4277909022662798 10.365774689676341)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6994,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4716183333333334 10.32034, 0.4725333333333334 10.320246666666666, 0.47262 10.321131666666668, 0.4717166666666667 10.321245000000001, 0.4716183333333334 10.32034)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6995,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4714916666666667 10.319318333333333, 0.47244 10.319226666666667, 0.47253 10.320188333333334, 0.471605 10.320325, 0.4714916666666667 10.319318333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6996,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.47171 10.321268333333334, 0.4726133333333333 10.321153333333333, 0.472675 10.322016666666666, 0.4718533333333334 10.322125, 0.47171 10.321268333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6997,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4697616666666667 10.320533333333334, 0.4707 10.320415, 0.4705683333333334 10.319483333333332, 0.4696416666666667 10.319611666666667, 0.4697616666666667 10.320533333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6998,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4696552964738646 10.324164338851691, 0.47022850790095 10.324131980142099, 0.47022850790095 10.324131980142099, 0.4701314317721695 10.323225936273479, 0.4695905790546776 10.323318389729462, 0.4696552964738646 10.324164338851691)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6999,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4713124441094695 10.324965765348725, 0.471217341855577 10.324170198417125, 0.4720037643396888 10.324117160621684, 0.4720366843506516 10.32492735866927, 0.4713124441094695 10.324965765348725)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_699a,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.47467 10.321811666666667, 0.4755716666666667 10.321723333333333, 0.4754116666666667 10.320328333333332, 0.4745883333333333 10.32032, 0.47467 10.321811666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_699b,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4720287417316123 10.323748194576591, 0.47187304939057 10.322154396664345, 0.47187304939057 10.322154396664345, 0.4727525745452292 10.322060161826345, 0.4724807958095503 10.323722245853086, 0.4724807958095503 10.323722245853086, 0.4720287417316123 10.323748194576591)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_699c,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.47303 10.323941666666666, 0.4739416666666666 10.32385, 0.4740533333333333 10.324723333333333, 0.4733933333333333 10.324858333333333, 0.47303 10.323941666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_699d,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.47497 10.324631666666667, 0.4756783333333334 10.324543333333335, 0.475645 10.323743333333335, 0.4748416666666667 10.323793333333333, 0.47497 10.324631666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_699e,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4748633333333334 10.323776666666667, 0.4758016666666667 10.323731666666667, 0.475675 10.322648333333332, 0.474775 10.322788333333333, 0.4748633333333334 10.323776666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_699f,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4747683333333334 10.322766666666666, 0.4756683333333333 10.322603333333332, 0.475575 10.321733333333333, 0.4746766666666666 10.321814999999999, 0.4747683333333334 10.322766666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a0,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.476085 10.32048, 0.47662 10.32044, 0.47656 10.322493333333334, 0.4760633333333333 10.322568333333333, 0.476085 10.32048)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a1,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.469895 10.32145, 0.4707666666666667 10.321351666666667, 0.4706933333333333 10.32045, 0.4697616666666667 10.320546666666667, 0.469895 10.32145)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a2,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.470135 10.323183333333333, 0.4696083333333334 10.323263333333333, 0.4695266666666667 10.322461666666667, 0.4700366666666667 10.322426666666667, 0.470135 10.323183333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a3,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4709533333333333 10.322266666666668, 0.4710433333333333 10.323131666666665, 0.4701616666666667 10.323156666666668, 0.4700783333333333 10.32242, 0.470935 10.322275, 0.4709533333333333 10.322266666666668)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a4,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.470275 10.324203333333333, 0.4696733333333333 10.324236666666668, 0.469905 10.325140000000001, 0.4703833333333333 10.32511, 0.470275 10.324203333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a5,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4712866666666667 10.325015, 0.4703716666666667 10.32512, 0.470285 10.324221666666666, 0.4711816666666667 10.324145, 0.4712866666666667 10.325015)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a6,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4290216666666666 10.361873333333333, 0.4296166666666667 10.361416666666665, 0.4302853869843512 10.361072595448151, 0.43044 10.362034999999999, 0.4297016666666666 10.362113333333333, 0.42944 10.361968333333333, 0.42903 10.361941666666667, 0.4290216666666666 10.361873333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a7,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.427235 10.361278333333333, 0.4268833333333333 10.361338333333332, 0.42696 10.362135, 0.4280616666666667 10.362001666666666, 0.4278766666666666 10.361176666666667, 0.427235 10.361278333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a8,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4281716666666667 10.360711666666667, 0.4290566666666667 10.360595, 0.4291183333333333 10.36097, 0.4282033333333333 10.361146666666667, 0.4281716666666667 10.360711666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69a9,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.42714 10.360341666666667, 0.4280922209373726 10.36022698956976, 0.4282139697617107 10.361192111044812, 0.4272311100473523 10.361221943538194, 0.4272311100473523 10.361221943538194, 0.42714 10.360341666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69aa,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4296237466801069 10.361392537057512, 0.429466617351243 10.360626580761902, 0.4290700694689086 10.360651027668977, 0.4292184025349628 10.361658150940231, 0.4296237466801069 10.361392537057512)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ab,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4310383333333334 10.360508333333334, 0.4310983333333333 10.360899999999999, 0.4302983333333333 10.361136666666665, 0.4302883333333333 10.361063333333334, 0.4296283333333333 10.361391666666666, 0.42947 10.360626666666667, 0.4297452713583124 10.360603680600454, 0.4310383333333334 10.360508333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ac,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4300166666666667 10.359976666666666, 0.4300633333333333 10.360583333333333, 0.42907 10.36065, 0.4290766666666667 10.360583333333333, 0.4291333333333334 10.360583333333333, 0.429075 10.360096666666667, 0.4300166666666667 10.359976666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ad,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.429075 10.360098333333333, 0.4280966666666667 10.360215, 0.42816 10.360703333333333, 0.42913 10.360578333333333, 0.429075 10.360098333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ae,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4300816666666666 10.360566666666667, 0.430035 10.35998, 0.4306933333333333 10.359923333333334, 0.4309083333333333 10.360223333333332, 0.4309366666666667 10.360215, 0.4310333333333333 10.360513333333333, 0.4308729506676075 10.360515811882598, 0.4300816666666666 10.360566666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69af,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4289983333333333 10.360088333333334, 0.4287666666666666 10.359143333333332, 0.4279566666666666 10.359306666666667, 0.4280716666666667 10.360213333333332, 0.4289983333333333 10.360088333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b0,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4290116666666667 10.360101666666667, 0.4299995338149175 10.359964150340707, 0.4299269297050631 10.3590251948089, 0.4287845674210453 10.359214195983766, 0.4290116666666667 10.360101666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b1,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4306783333333333 10.359898333333332, 0.430465 10.358966666666667, 0.42993 10.359028333333333, 0.4300033333333334 10.359963333333333, 0.4306783333333333 10.359898333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b2,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4222183333333334 10.37237, 0.422165 10.371473333333334, 0.4222533333333333 10.371426666666668, 0.4223933333333333 10.371455, 0.422715 10.37142, 0.4228416666666667 10.372276666666666, 0.4222183333333334 10.37237)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b3,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.421115 10.373875, 0.4217033333333333 10.373899999999999, 0.421795 10.37391, 0.4218016666666667 10.373346666666666, 0.42177 10.372698333333334, 0.421055 10.372876666666667, 0.421115 10.373875)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b4,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4210843687281513 10.375014049825214, 0.4218531244411696 10.37464089806133, 0.4217866666666667 10.374236666666667, 0.4217683333333334 10.373915, 0.42112 10.373883333333334, 0.4210843687281513 10.375014049825214)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b5,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.420945 10.376336666666667, 0.4217466666666667 10.376415, 0.4223666666666667 10.376135, 0.4220983333333334 10.374553333333333, 0.4210952790566425 10.375046220821371, 0.420945 10.376336666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b6,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.420595 10.37725, 0.4215033333333333 10.37733, 0.4218266666666667 10.377306666666668, 0.4217083333333333 10.376423333333333, 0.4207905273462131 10.376451886760393, 0.420595 10.37725)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b7,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4215 10.37734, 0.42152 10.378233333333332, 0.4205033333333333 10.377736666666667, 0.4205983333333334 10.377253333333334, 0.4215 10.37734)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b8,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4221 10.37732, 0.4221216666666667 10.378160000000001, 0.421535 10.378233333333332, 0.4215066666666667 10.377333333333333, 0.4221 10.37732)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69b9,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4226916666666666 10.377035000000001, 0.42287 10.377878333333333, 0.422475 10.378029999999999, 0.4221366666666667 10.378153333333334, 0.4221133333333333 10.377313333333332, 0.4226916666666666 10.377035000000001)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ba,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4232616666666667 10.376773333333334, 0.4235466666666667 10.377693333333333, 0.4228783333333333 10.377873333333334, 0.422705 10.37704, 0.4232616666666667 10.376773333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69bb,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4240466666666666 10.376516666666667, 0.424485 10.377191666666667, 0.4242016666666667 10.377526666666666, 0.4237233333333333 10.377783333333333, 0.4236916666666667 10.37767, 0.4235433333333333 10.37772, 0.4235448145317446 10.37689595711762, 0.4240466666666666 10.376516666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69bc,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4239466666666667 10.375528333333333, 0.4240833333333333 10.375478333333332, 0.4245886996322303 10.37542488648672, 0.4246066666666667 10.37644, 0.42456 10.376606666666667, 0.424085 10.376553333333334, 0.4239466666666667 10.375528333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69bd,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4247566666666666 10.373416666666666, 0.42321 10.373066666666666, 0.42317 10.374161666666668, 0.42462 10.37427, 0.42462 10.37427, 0.4247566666666666 10.373416666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69be,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4237183333333334 10.374646666666667, 0.4246266666666666 10.374633333333332, 0.4245983333333333 10.375086666666666, 0.4245816666666667 10.375418333333332, 0.4240616666666667 10.375478333333332, 0.4239533333333334 10.375521666666666, 0.4237183333333334 10.374646666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69bf,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4246216666666667 10.37427, 0.42458 10.374631666666666, 0.42373 10.374641666666667, 0.4237345281703588 10.37421489735909, 0.4246216666666667 10.37427)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c0,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4256366666666667 10.371928333333333, 0.4247 10.372078333333333, 0.4248066666666667 10.372995, 0.4257466666666667 10.372961666666667, 0.4256366666666667 10.371928333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c1,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4257587501132165 10.37292880701021, 0.4268283333333333 10.372728333333333, 0.426825 10.372774999999999, 0.4267383333333333 10.372971666666666, 0.426545 10.373563333333333, 0.4256183333333333 10.373520000000001, 0.4257587501132165 10.37292880701021)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c2,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.426555 10.370841666666667, 0.4255416666666666 10.370994999999999, 0.425645 10.37192, 0.426635 10.371756666666666, 0.426555 10.370841666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c3,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4228383333333333 10.372276666666666, 0.4237616666666666 10.372203333333333, 0.4236483333333334 10.371281666666667, 0.4227216666666667 10.37142, 0.4228383333333333 10.372276666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c4,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4855966666666667 10.3181, 0.484485 10.318178333333332, 0.4844883333333333 10.318173333333334, 0.484315 10.315913333333333, 0.4849566666666666 10.315869999999999, 0.4855966666666667 10.3181)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c5,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4871316666666667 10.31796, 0.4879016666666667 10.317856666666668, 0.4880366666666667 10.318705, 0.4872676473906311 10.318738789480237, 0.4871316666666667 10.31796)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c6,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4855233333333333 10.318996666666667, 0.4853616666666667 10.318153333333333, 0.4860416666666667 10.318038333333334, 0.4861366666666667 10.318015, 0.4863833333333333 10.318931666666666, 0.4855233333333333 10.318996666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c7,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4874933333333333 10.319763333333333, 0.4872866666666667 10.318798333333332, 0.4867016666666667 10.318905, 0.4865833333333333 10.319903333333334, 0.4874933333333333 10.319763333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c8,Savanes,Oti,Oti 1,Mango,N/a,Cooperative production,Nsp,"MULTIPOLYGON (((0.48657 10.319873333333334, 0.4864316666666666 10.318923333333334, 0.48552 10.31906, 0.4856866666666667 10.319921666666666, 0.4856866666666667 10.319921666666666, 0.48657 10.319873333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69c9,Savanes,Oti,Oti 1,Mango,N/a,Cooperative production,Nsp,"MULTIPOLYGON (((0.4868633333333333 10.321824999999999, 0.4873583333333333 10.321736666666668, 0.487715 10.321285, 0.4876733333333334 10.320711666666666, 0.486744003279268 10.320833245124659, 0.4868633333333333 10.321824999999999)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ca,Savanes,Oti,Oti 1,Mango,N/a,Cooperative production,Nsp,"MULTIPOLYGON (((0.4886066666666667 10.320590000000001, 0.487745 10.321390000000001, 0.4883019919697702 10.322428893388912, 0.4891980986300148 10.321447636322034, 0.4891980986300148 10.321447636322034, 0.4886066666666667 10.320590000000001)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69cb,Savanes,Oti,Oti 1,Mango,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.4867490487417417 10.320797354287482, 0.4876582566268794 10.32067936547796, 0.4874592951049408 10.319839562774897, 0.4866380004504271 10.319962178596557, 0.4867490487417417 10.320797354287482)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69cc,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4864183333333333 10.317936666666666, 0.4857916666666667 10.315608333333333, 0.4849566666666666 10.315861666666667, 0.4849566666666666 10.315861666666667, 0.4856033333333333 10.3181, 0.4856033333333333 10.318103333333333, 0.4856033333333333 10.318103333333333, 0.4864183333333333 10.317936666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69cd,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4880283333333333 10.318706666666666, 0.4889566666666666 10.318513333333334, 0.4886633333333333 10.317691666666667, 0.4879216666666667 10.317871666666667, 0.4880283333333333 10.318706666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69ce,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4871283333333333 10.317941666666666, 0.4861767314422029 10.318027184400252, 0.4864276083044101 10.318853347860282, 0.48726242269072 10.318745211281742, 0.4871283333333333 10.317941666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69cf,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Yagnade,"MULTIPOLYGON (((0.488485 10.319686666666666, 0.4883 10.318683333333333, 0.4883 10.318683333333333, 0.487345 10.318791666666668, 0.4873483333333333 10.318791666666668, 0.48753 10.319743333333333, 0.488485 10.319686666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d0,Savanes,Oti,Oti 1,Mango,N/a,Cooperative production,Nsp,"MULTIPOLYGON (((0.4867666666666667 10.321153333333333, 0.4866011464260556 10.319910111156723, 0.4866011464260556 10.319910111156723, 0.4866011464260556 10.319910111156723, 0.486605 10.319911666666666, 0.486605 10.319911666666666, 0.485667529043849 10.319928294091067, 0.4858513386000878 10.321275174460062, 0.4867666666666667 10.321153333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d1,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Magna,"MULTIPOLYGON (((0.4275366666666667 10.358291666666666, 0.4271283333333333 10.3585, 0.4270966666666667 10.358550000000001, 0.4270733333333334 10.358596666666667, 0.426935 10.358728333333334, 0.426935 10.358730000000001, 0.4270566666666667 10.35958, 0.4272033333333333 10.359525, 0.4279516666666667 10.359293333333333, 0.42795 10.359276666666666, 0.4275366666666667 10.358291666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d2,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4249666666666667 10.366278333333334, 0.4238516666666667 10.366468333333334, 0.4238516666666667 10.366468333333334, 0.423845 10.366483333333333, 0.4239783333333334 10.367054999999999, 0.4240616666666667 10.367448333333334, 0.4243583333333333 10.367426666666667, 0.4247033333333333 10.367348333333332, 0.424755 10.367338333333333, 0.425095 10.367228333333333, 0.4251106487621452 10.367478578920506, 0.4249666666666667 10.366278333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d3,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4247783333333333 10.364785000000001, 0.4241033333333333 10.365323333333333, 0.4238933333333333 10.365406666666667, 0.4238933333333333 10.365408333333333, 0.4238933333333333 10.365411666666667, 0.4240033333333333 10.36641, 0.424975 10.366265, 0.4249752940562854 10.366258218782514, 0.4247783333333333 10.364785000000001)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d4,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.4256916666666666 10.364271666666667, 0.4258016666666667 10.365153333333334, 0.42485 10.365293333333334, 0.4247416666666667 10.364374999999999, 0.4256916666666666 10.364271666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_69d5,Savanes,Oti,Oti 1,Mango,N/a,"{Cooperative production,tontine}",Nsp,"MULTIPOLYGON (((0.42545 10.362396666666665, 0.4247616666666667 10.362481666666667, 0.424765 10.36248, 0.4242283333333334 10.36354, 0.4247816666666667 10.363431666666665, 0.4247916666666667 10.363425000000001, 0.4256 10.363316666666666, 0.42545 10.362396666666665)))"
