FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_type,cooperative_nom,geometry
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d09,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Sagblima,"MULTIPOLYGON (((0.254965 10.76596, 0.2536016666666667 10.765896666666666, 0.253585 10.765386666666666, 0.25513 10.765545000000001, 0.2551233333333333 10.765546666666667, 0.254965 10.76596)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d0a,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Sagblima,"MULTIPOLYGON (((0.2534933333333334 10.765180000000003, 0.253325 10.76409, 0.253455 10.76401, 0.25401 10.764371666666667, 0.2538733333333333 10.765086666666665, 0.2534933333333334 10.765180000000003)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d0b,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2520083333333333 10.771751666666667, 0.2517933333333333 10.771638333333332, 0.2516266666666667 10.771534999999998, 0.2515283333333333 10.77141, 0.2516416666666666 10.771205000000002, 0.2517833333333333 10.771108333333332, 0.2521516666666667 10.771223333333333, 0.25234 10.771316666666667, 0.2520316666666666 10.77177, 0.2520083333333333 10.771751666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d0c,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2513000690260471 10.765943356698568, 0.2514942092230328 10.764796716160118, 0.2519916934778086 10.764869518733988, 0.2521251648632363 10.76533060170183, 0.2539088279230426 10.76551867501766, 0.2536600857956546 10.766222433231732, 0.2513000690260471 10.765943356698568)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d0d,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.251025 10.76937, 0.251035 10.770746666666666, 0.2515366666666667 10.770725, 0.2519589116888573 10.769327241554823, 0.2517350368113201 10.769270564370633, 0.2517151997968548 10.76936691558375, 0.2510209042905684 10.769395254175844, 0.251025 10.76937)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d0e,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2526 10.770726666666667, 0.2521283333333333 10.770536666666665, 0.2523583333333334 10.770311666666665, 0.2527766666666667 10.770443333333333, 0.2526433333333333 10.770746666666666, 0.2526083333333333 10.770729999999999, 0.2526 10.770726666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d0f,Savanes,Tône,Tône 1,Pana,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.256595 10.777231666666667, 0.2567583333333333 10.777256666666664, 0.2567983333333334 10.777253333333332, 0.2567983333333334 10.777254999999998, 0.256865 10.777258333333334, 0.2569016666666666 10.77728, 0.256875 10.777393333333334, 0.2568516666666666 10.777431666666667, 0.2567933333333333 10.777535, 0.2568233333333334 10.77755, 0.25681 10.77758, 0.2567566666666667 10.777573333333331, 0.2566883333333334 10.777555, 0.2565533333333334 10.777516666666667, 0.256595 10.777231666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d10,Savanes,Tône,Tône 1,Pana,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.25653 10.777555, 0.2565316666666667 10.777556666666666, 0.2565316666666667 10.777556666666666, 0.2565283333333334 10.777568333333333, 0.2565683333333333 10.777643333333334, 0.2565183333333334 10.777681666666668, 0.2564266666666667 10.777695000000001, 0.256395 10.777736666666666, 0.2563833333333333 10.777784999999998, 0.2562216666666667 10.777793333333333, 0.2560766666666667 10.777786666666668, 0.25593 10.777786666666668, 0.25594 10.777685, 0.25653 10.777555)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d11,Savanes,Tône,Tône 1,Pana,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.2553816666666667 10.761843333333335, 0.2551916666666666 10.761674999999999, 0.254805 10.762033333333333, 0.2545683333333333 10.762261666666666, 0.2544016666666666 10.762486666666666, 0.2544 10.762486666666666, 0.2544983333333333 10.762561666666667, 0.2545733333333333 10.762511666666667, 0.2553816666666667 10.761843333333335)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d12,Savanes,Tône,Tône 1,Pana,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.25522 10.763608333333332, 0.25522 10.763608333333332, 0.254745 10.763495, 0.254745 10.763496666666667, 0.254815 10.762633333333333, 0.255225 10.762541666666667, 0.25522 10.763608333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d13,Savanes,Tône,Tône 1,Pana,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.25689 10.777239999999999, 0.2569283333333333 10.777155, 0.2570833333333333 10.777143333333333, 0.2571016666666667 10.777138333333335, 0.2571133333333334 10.777128333333334, 0.2571816666666666 10.777138333333335, 0.25725 10.77713, 0.2574033333333333 10.777179999999998, 0.2573516666666667 10.777236666666665, 0.25724 10.777446666666666, 0.257185 10.777411666666668, 0.257 10.777333333333335, 0.25689 10.777239999999999)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d14,Savanes,Tône,Tône 1,Pana,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.256445 10.777235, 0.256445 10.777235, 0.2564016666666667 10.777518333333335, 0.2565366666666667 10.777535, 0.256555 10.777235, 0.256445 10.777235)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d15,Savanes,Tône,Tône 1,Pana,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.25288 10.773821666666667, 0.25288 10.773821666666667, 0.2535583333333333 10.773359999999998, 0.2535583333333333 10.773359999999998, 0.2534466666666666 10.773161666666665, 0.2534616666666667 10.773088333333332, 0.25322 10.772946666666666, 0.2530966666666667 10.77317, 0.2529866666666666 10.773355, 0.2529016666666666 10.773464999999998, 0.25283 10.773566666666666, 0.25288 10.773821666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d16,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2536838281688507 10.76354593446584, 0.2537767804026315 10.76325213901264, 0.2547544387186465 10.76353099571398, 0.2546183300906105 10.763861308116168, 0.2536838281688507 10.76354593446584)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d17,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2524633333333333 10.771938333333333, 0.2524016666666667 10.772013333333332, 0.2527883333333333 10.772233333333334, 0.2527883333333333 10.772233333333334, 0.2528983333333333 10.771819999999998, 0.2528983333333333 10.771825000000002, 0.25278 10.771553333333335, 0.2524633333333333 10.771938333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d18,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2547616666666667 10.773059999999997, 0.2547283333333333 10.773061666666669, 0.254835 10.772661666666666, 0.254835 10.772661666666666, 0.255175 10.772698333333334, 0.2551933333333333 10.772678333333333, 0.2551933333333333 10.772678333333333, 0.2554916666666667 10.772673333333334, 0.2554916666666667 10.772673333333334, 0.25539 10.772835000000002, 0.2553733333333333 10.772841666666666, 0.2553733333333333 10.772841666666666, 0.25535 10.772925000000003, 0.25535 10.772925000000003, 0.2552566666666667 10.772926666666669, 0.2552566666666667 10.772928333333335, 0.255195 10.773065, 0.255195 10.773065, 0.2547616666666667 10.773059999999997)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d19,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2558233333333334 10.772095000000002, 0.2554833333333333 10.772701666666668, 0.2558866666666666 10.772735, 0.2558866666666666 10.772736666666667, 0.2560716666666666 10.772146666666666, 0.256065 10.772118333333333, 0.25586 10.772086666666667, 0.2558616666666666 10.772085, 0.2558233333333334 10.772095000000002)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d1a,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2570783333333334 10.777131666666666, 0.256505 10.777181666666669, 0.256505 10.777178333333332, 0.256495 10.777126666666668, 0.2564966666666666 10.777126666666668, 0.2567316666666667 10.776948333333333, 0.2567316666666667 10.776948333333333, 0.2570583333333333 10.776921666666665, 0.2570583333333333 10.776921666666665, 0.2570883333333333 10.776940000000002, 0.2570883333333333 10.776940000000002, 0.2570783333333334 10.777131666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d1b,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.257105 10.776953333333331, 0.2571983333333334 10.77684, 0.2573466666666667 10.776858333333333, 0.257345 10.776856666666667, 0.25736 10.776820000000003, 0.25736 10.776820000000003, 0.257515 10.776919999999999, 0.2575116666666666 10.776919999999999, 0.2574233333333333 10.777053333333333, 0.2574233333333333 10.777053333333333, 0.257285 10.777051666666667, 0.2572916666666666 10.777050000000001, 0.2572483333333334 10.777123333333334, 0.25725 10.777121666666668, 0.2570883333333333 10.777128333333334, 0.25709 10.77713, 0.257105 10.776953333333331)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d1c,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2562933333333333 10.777533333333334, 0.2562916666666666 10.777621666666668, 0.2561683333333333 10.777598333333334, 0.2560533333333334 10.777653333333335, 0.2560383333333333 10.777678333333332, 0.25592 10.777668333333335, 0.25592 10.77778, 0.2558033333333333 10.777790000000001, 0.2557933333333333 10.777648333333332, 0.2557083333333333 10.777643333333334, 0.2557833333333333 10.777620000000002, 0.2559216666666667 10.777584999999998, 0.25611 10.777556666666666, 0.25619 10.777533333333334, 0.256195 10.777488333333334, 0.2562933333333333 10.777533333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d1d,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2548283333333333 10.772651666666665, 0.2548716666666667 10.772463333333333, 0.2550916666666667 10.772471666666668, 0.255285 10.77248666666667, 0.2552633333333333 10.772358333333333, 0.2556066666666666 10.772383333333334, 0.2555666666666667 10.772426666666668, 0.2555466666666667 10.772475000000002, 0.2555216666666667 10.772541666666665, 0.2555066666666667 10.772598333333333, 0.25548 10.772655000000002, 0.2553883333333333 10.772653333333334, 0.2553033333333333 10.772666666666664, 0.2551383333333333 10.772675, 0.2551433333333333 10.772686666666667, 0.25507 10.772671666666668, 0.254995 10.772666666666664, 0.2549366666666667 10.772661666666666, 0.2548283333333333 10.772651666666665)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d1e,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.256345 10.776003333333332, 0.2564533333333333 10.77571, 0.2563666666666667 10.775673333333335, 0.2563931281335015 10.775630421125316, 0.2566754354676753 10.77573487444307, 0.2566754354676753 10.77573487444307, 0.256675 10.775838333333335, 0.2568416666666667 10.775923333333333, 0.2568133333333333 10.77606, 0.2568016666666666 10.776196666666666, 0.2567533333333333 10.776430000000001, 0.256755 10.776514999999998, 0.25677 10.776610000000002, 0.2567433333333333 10.776736666666666, 0.2566983333333333 10.776720000000001, 0.25661 10.776696666666664, 0.2566066666666666 10.776643333333334, 0.2565666666666667 10.77663, 0.2565166666666667 10.776638333333334, 0.2564466666666667 10.776671666666667, 0.25646 10.77653, 0.2564633333333333 10.776375, 0.25646 10.776244999999998, 0.256455 10.776188333333334, 0.2564383333333333 10.776146666666667, 0.25642 10.776123333333333, 0.256395 10.776088333333332, 0.2563666666666667 10.776048333333332, 0.256345 10.776003333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d1f,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2553183333333334 10.775721666666668, 0.2555216666666667 10.77542, 0.2555683333333333 10.775325000000002, 0.2558067893256321 10.775413649679187, 0.2558067893256321 10.775413649679187, 0.2557183333333333 10.775661666666668, 0.2555366666666667 10.77557, 0.2554433333333333 10.775601666666667, 0.2553502173458479 10.775743153658013, 0.2553183333333334 10.775721666666668)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d20,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.25575 10.775658333333334, 0.2558219806084786 10.77543392391371, 0.2561792428395667 10.775561629363418, 0.2561216666666667 10.775669999999998, 0.2560783333333333 10.775781666666667, 0.256075 10.775838333333335, 0.2560316666666667 10.775823333333335, 0.2558366666666667 10.775706666666668, 0.25575 10.775658333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d21,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2562783333333333 10.76144, 0.2570416666666667 10.760451666666665, 0.2567283333333333 10.760308333333334, 0.256398207411461 10.760580900573158, 0.2560888116021336 10.761176253115348, 0.2562783333333333 10.76144)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d22,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.254145 10.775923333333333, 0.2543616666666666 10.775771666666666, 0.2544983333333333 10.775665, 0.2545766666666667 10.775605, 0.254725 10.77569, 0.2549166666666667 10.775806666666664, 0.2550883333333334 10.77589, 0.2552133333333334 10.775953333333332, 0.2553616666666666 10.776015, 0.2554883333333333 10.776066666666669, 0.255745 10.776163333333333, 0.2559383333333333 10.776216666666668, 0.2560066666666667 10.776218333333334, 0.256285 10.776326666666668, 0.2562133333333334 10.776488333333335, 0.256165 10.776471666666664, 0.25609 10.776466666666666, 0.2560516666666667 10.77663, 0.2560483333333333 10.776681666666665, 0.2559616666666666 10.776675000000001, 0.255815 10.776658333333334, 0.2556916666666666 10.776641666666668, 0.2556283333333334 10.776628333333333, 0.255435 10.776601666666666, 0.2553583333333334 10.776598333333334, 0.255295 10.776593333333334, 0.25526 10.776585, 0.25511 10.776520000000001, 0.2550066666666667 10.776473333333335, 0.2549033333333333 10.776443333333335, 0.254825 10.776430000000001, 0.2547733333333334 10.776356666666667, 0.2546716666666667 10.776265, 0.2545616666666667 10.776203333333335, 0.2544733333333333 10.776148333333333, 0.254145 10.775923333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d23,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2541166666666667 10.775916666666667, 0.2537583333333334 10.775716666666664, 0.2540283333333334 10.775416666666668, 0.2542383333333333 10.774888333333335, 0.2542683333333333 10.774811666666668, 0.25458 10.774965000000002, 0.2548866666666666 10.775063333333332, 0.2550083333333333 10.775105, 0.255055 10.775031666666667, 0.25507 10.775086666666668, 0.2551216666666666 10.775133333333335, 0.2550833333333333 10.775190000000002, 0.2550483333333333 10.775251666666668, 0.2549833333333333 10.775303333333333, 0.254925 10.77535, 0.2548483333333333 10.775401666666669, 0.2547616666666667 10.775455, 0.2547116666666667 10.77549166666667, 0.2546416666666667 10.775531666666666, 0.2545033333333334 10.77564, 0.254415 10.775703333333334, 0.25428 10.775808333333336, 0.2541166666666667 10.775916666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d24,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.257100050554939 10.75959818245789, 0.257405 10.759971666666669, 0.2573383333333333 10.760176666666666, 0.2570545812715222 10.759790390939916, 0.257100050554939 10.75959818245789)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d25,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2559016666666667 10.764143333333333, 0.25599 10.764586666666666, 0.2560383333333333 10.764898333333333, 0.2561466666666667 10.765115, 0.25677 10.765185, 0.2570016666666667 10.765201666666666, 0.2569266666666666 10.765958333333334, 0.2567333333333333 10.765993333333332, 0.25639 10.765711666666668, 0.25574 10.765189999999999, 0.2555366666666667 10.764958333333334, 0.2556633333333334 10.7646, 0.2557884720876127 10.76415056762027, 0.2559016666666667 10.764143333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d26,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2566633333333334 10.760186666666668, 0.25679 10.760166666666665, 0.25687 10.7601, 0.2570533333333333 10.759555, 0.25696 10.7595, 0.2567480166226328 10.759863547963048, 0.2566633333333334 10.760186666666668)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d27,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.25727 10.777449999999998, 0.2575316666666667 10.77738, 0.2576466666666667 10.777371666666665, 0.25795 10.777111666666666, 0.2581511325397421 10.777199588301087, 0.2578167319900806 10.777548593173817, 0.2575939541356686 10.777893298988552, 0.2574302288618516 10.77817107684296, 0.2572228424881179 10.77811022694887, 0.2569566666666667 10.778023333333332, 0.2563866666666666 10.777938333333335, 0.25656 10.777829999999998, 0.256775 10.77775, 0.2569233333333333 10.777676666666666, 0.2570916666666667 10.777545000000002, 0.25727 10.777449999999998)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d28,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2564916666666667 10.777203333333334, 0.256635 10.777014999999999, 0.2566683333333333 10.777011666666665, 0.2567433333333333 10.776781666666666, 0.2565383333333334 10.776671666666667, 0.2564166666666667 10.776765000000001, 0.2559683333333334 10.777038333333333, 0.255775 10.777308333333334, 0.2561816666666667 10.777211666666668, 0.2564916666666667 10.777203333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d29,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.255115 10.771368333333331, 0.2545066666666667 10.771321666666665, 0.2546216666666667 10.770954999999999, 0.2551812388734272 10.771036582843712, 0.2551812388734272 10.771036582843712, 0.2551812388734272 10.771036582843712, 0.2551812388734272 10.771036582843712, 0.2551812388734272 10.771036582843712, 0.2551812388734272 10.771036557868852, 0.2551812388734272 10.771036557868852, 0.2551812388734272 10.771036557868852, 0.2551812388734272 10.771036557868852, 0.2551812388734272 10.771036557868852, 0.2551812388734272 10.771036557868852, 0.2551812388734272 10.771036557868852, 0.255115 10.771368333333331)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d2a,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.254605 10.765440000000002, 0.254915 10.765494999999998, 0.254915 10.765494999999998, 0.2549916666666667 10.765221666666665, 0.25465 10.765241666666668, 0.254605 10.765441666666668, 0.254605 10.765440000000002)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d2b,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2544183333333334 10.765056666666664, 0.2545166666666667 10.765035000000001, 0.2545366666666667 10.764973333333334, 0.254785 10.764823333333334, 0.2549883333333333 10.764885, 0.2550766666666667 10.764991666666667, 0.2550616666666666 10.765208333333332, 0.2550583333333333 10.765211666666668, 0.254545 10.765216666666667, 0.254405 10.765146666666665, 0.254421212765591 10.765057250747821, 0.2544183333333334 10.765056666666664)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d2c,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2547116666666667 10.773071666666665, 0.2546033333333334 10.77355, 0.254645 10.773706666666666, 0.2550416666666667 10.773883333333334, 0.255355 10.773116666666665, 0.2547233333333334 10.773073333333333, 0.2547116666666667 10.773071666666665)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d2d,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2534533333333334 10.769131666666665, 0.2532183333333333 10.769058333333332, 0.2527766666666667 10.768916666666666, 0.252835 10.768715000000002, 0.2529016666666666 10.768589999999998, 0.25305 10.76859166666667, 0.253225 10.768646666666665, 0.2534716666666666 10.768713333333334, 0.253655 10.768773333333336, 0.2534866666666666 10.769126666666667, 0.2534533333333334 10.769131666666665)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d2e,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2533431162068848 10.768154545416145, 0.253369603819836 10.768053436786062, 0.2534126105892513 10.767880270456233, 0.2533488124677346 10.767857770225877, 0.2532588115463092 10.767842959947668, 0.2530927655425403 10.767834700369436, 0.2531149809598542 10.767940081195155, 0.2531434622641027 10.768028942864408, 0.2531688106248838 10.768105272759797, 0.2532747610766882 10.768136317381428, 0.2533445402720972 10.768153975790062, 0.2533431162068848 10.768154545416145)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d2f,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.252255 10.771128333333335, 0.25221 10.771146666666668, 0.2518733333333333 10.770929999999998, 0.25192 10.770836666666666, 0.2523133333333333 10.770965, 0.2524866666666667 10.771021666666664, 0.2524233333333333 10.77117, 0.252285 10.771138333333333, 0.252285 10.771136666666667, 0.252255 10.771128333333335)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d30,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.253375 10.769353333333333, 0.25312 10.769758333333334, 0.2525 10.769553333333333, 0.25268 10.769098333333334, 0.253375 10.769353333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d31,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2525066666666667 10.771018333333332, 0.25193 10.77086, 0.252105 10.770566666666666, 0.2526416666666666 10.770785, 0.2525066666666667 10.771018333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d32,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2526166666666667 10.769661666666666, 0.2525083333333333 10.770075, 0.2529283333333334 10.770183333333334, 0.2531166666666667 10.769781666666665, 0.2531166666666667 10.769781666666665, 0.2526166666666667 10.769661666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d33,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2512513511860581 10.766808982137073, 0.2512841587183771 10.766175796763317, 0.2536758278244335 10.766323430658755, 0.2535741244742444 10.767032073356846, 0.2512513511860581 10.766808982137073)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d34,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.25642 10.777243333333335, 0.2564216666666667 10.777243333333335, 0.2564216666666667 10.777245, 0.2564216666666667 10.777245, 0.2564216666666667 10.777243333333335, 0.2564183333333333 10.77731, 0.2563883333333333 10.777426666666667, 0.2563683333333333 10.777513333333332, 0.2562916666666666 10.777496666666666, 0.2561683333333333 10.777471666666667, 0.256075 10.777545000000002, 0.25602 10.777553333333334, 0.2558466666666667 10.77758, 0.2557133333333334 10.777611666666667, 0.2556733333333334 10.777611666666667, 0.2555233333333333 10.777601666666666, 0.2555333333333333 10.77746, 0.2556766666666667 10.777415, 0.2557433333333333 10.777373333333333, 0.2557466666666667 10.777359999999998, 0.25642 10.777243333333335)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d35,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Zaap,"MULTIPOLYGON (((0.25526 10.77248, 0.254885 10.772463333333333, 0.254935 10.772216666666669, 0.255295 10.772228333333333, 0.25527 10.772478333333334, 0.25526 10.77248)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d36,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Zaap,"MULTIPOLYGON (((0.256525 10.77124833333333, 0.2565983333333333 10.771151666666666, 0.2575283333333334 10.771534999999998, 0.2591483333333333 10.772035, 0.25876 10.772829999999999, 0.2583033333333333 10.772820000000001, 0.2559 10.772735, 0.2565216666666666 10.771253333333334, 0.256525 10.77124833333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d37,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2535216666666666 10.767460000000002, 0.2510716666666666 10.767318333333332, 0.25117 10.766905000000001, 0.253605 10.767108333333333, 0.2535216666666666 10.767460000000002)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d38,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.2566466666666666 10.762761666666666, 0.2566116666666666 10.762748333333331, 0.2564916666666667 10.762720000000002, 0.2564133333333333 10.76270333333333, 0.256275 10.76265833333333, 0.2562633333333333 10.762601666666667, 0.2562583333333334 10.762480000000002, 0.2562666666666666 10.762398333333332, 0.2563816666666667 10.762366666666667, 0.2566066666666666 10.762363333333333, 0.2566266666666667 10.762528333333334, 0.2566416666666667 10.762641666666665, 0.2566466666666666 10.762761666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d39,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.253415 10.767811666666667, 0.253495 10.767463333333334, 0.252785 10.767430000000001, 0.2510833333333333 10.767345, 0.2511016666666667 10.767748333333335, 0.25235 10.767781666666668, 0.253415 10.767811666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6d3a,Savanes,Tône,Tône 1,Pana,N/a,Cooperative production,Motaog-man,"MULTIPOLYGON (((0.25334 10.768145, 0.2533916666666667 10.767908333333333, 0.2525616666666667 10.767838333333335, 0.251055 10.767778333333334, 0.25107 10.768231666666669, 0.252235 10.768085000000001, 0.25334 10.768145)))"
