FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,zaap_nom,geometry
_mview_zaapzapb_formes_zaap_zapb.fid-7111a9c0_193e574b72f_6691,Maritime,Avé,Avé 1,Kévé,ZAAP Anyrln,"POLYGON ((0.9831779053367645 6.522488825521037, 0.9847618721511568 6.52242485988573, 0.9867162312079608 6.523103411051237, 0.9875904674630561 6.523674253115699, 0.988859396676031 6.524882027913645, 0.9901388423742383 6.526217907532771, 0.9906249859953195 6.527366826809772, 0.9890409383692229 6.529431362684989, 0.9867850911162834 6.533099894416834, 0.9848341119110825 6.534081537247825, 0.9813280436037478 6.532704845834366, 0.9815527208458676 6.531883011854037, 0.9817156833048121 6.5302334243794355, 0.981788090762317 6.529275777360822, 0.9819695532717327 6.5272565810706835, 0.9818224743898082 6.525971968051346, 0.9817554511018428 6.525821165653424, 0.9818801888877785 6.525210509029738, 0.9821222174276537 6.524393197268158, 0.9831779053367645 6.522488825521037))"
_mview_zaapzapb_formes_zaap_zapb.fid-7111a9c0_193e574b72f_6692,Maritime,Avé,Avé 1,Tovégan,ZAAP Tagba,"POLYGON ((0.8102 6.5605883333333335, 0.8107916666666667 6.561075, 0.8116683333333333 6.561758333333334, 0.8124783333333333 6.561938333333334, 0.8154183333333334 6.5621849999999995, 0.8211499999999999 6.559375, 0.821215 6.558800000000001, 0.8214866666666667 6.558008333333333, 0.8226866666666666 6.557761666666666, 0.82399 6.555153333333334, 0.8273333333333334 6.553875, 0.8273683333333334 6.553861666666667, 0.8279 6.553895, 0.8277233333333334 6.552705, 0.8226416666666666 6.554328333333332, 0.8174784749477984 6.5553311835423065, 0.813026884294515 6.557750526288657, 0.8108978626777272 6.558911810806904, 0.8102 6.5605883333333335))"
_mview_zaapzapb_formes_zaap_zapb.fid-7111a9c0_193e574b72f_6693,Maritime,Avé,Avé 1,Ando,ZAAP Akaglakope,"POLYGON ((0.8765166666666667 6.507115000000001, 0.8762133333333334 6.506061666666667, 0.8758683333333334 6.506061666666667, 0.8755833333333333 6.505608333333333, 0.8754716666666666 6.50526, 0.8750516666666667 6.504746666666667, 0.874315 6.504214999999999, 0.8734966666666666 6.504135000000001, 0.8727016666666666 6.503781666666667, 0.8723566666666667 6.50348, 0.8720683333333333 6.503564999999999, 0.870915 6.502853333333333, 0.870115 6.501956666666667, 0.8708133333333333 6.501618333333333, 0.8719116666666668 6.5013766666666655, 0.8721983333333333 6.501281666666667, 0.8727199999999999 6.50111, 0.8735533333333334 6.501023333333334, 0.8737283333333333 6.500938333333333, 0.8737883333333334 6.500936666666666, 0.87415 6.501156666666667, 0.8746983333333334 6.501128333333332, 0.8763183333333333 6.501481666666666, 0.8765133333333334 6.501799999999999, 0.8775933333333333 6.502578333333334, 0.8778933333333333 6.502818333333333, 0.87791 6.503871666666667, 0.878115 6.5038149999999995, 0.87851 6.504924999999999, 0.8787083333333333 6.504878333333333, 0.879345 6.5058066666666665, 0.87799 6.506303333333333, 0.8765166666666667 6.507115000000001))"
_mview_zaapzapb_formes_zaap_zapb.fid-7111a9c0_193e574b72f_6694,Maritime,Avé,Avé 1,Ando,ZAAP Andoyoto,"POLYGON ((0.85338896 6.47522981, 0.85180315 6.47583006, 0.85185204 6.48093576, 0.85001626 6.49142512, 0.85162681 6.49621415, 0.85753404 6.49482395, 0.85479879 6.48166475, 0.85338896 6.47522981))"
_mview_zaapzapb_formes_zaap_zapb.fid-7111a9c0_193e574b72f_6695,Maritime,Bas-Mono,Bas-Mono 1,Kpétsou,ZAAP Badji,"POLYGON ((1.5780750000000001 6.552569999999999, 1.5788583333333335 6.552478333333333, 1.5788333333333333 6.552346666666667, 1.579535 6.552144999999999, 1.5794966666666668 6.551906666666667, 1.58044 6.551781666666667, 1.580635 6.552235, 1.5811133333333336 6.552111666666667, 1.5814333333333332 6.552893333333333, 1.5814916666666665 6.552951666666667, 1.5823783333333332 6.554748333333333, 1.5828533333333334 6.554636666666666, 1.5835633333333334 6.556035000000001, 1.58335 6.5560866666666655, 1.5830100000000003 6.55668, 1.582922200808915 6.557149488156416, 1.582922200808915 6.557149488156416, 1.582346195112273 6.561103699592761, 1.5817960783401934 6.561824639352269, 1.5805388171392836 6.5613973170509245, 1.5794766666666664 6.561450000000001, 1.578055 6.561995, 1.5777983333333334 6.5621616666666664, 1.577655 6.562218333333334, 1.5772341512591816 6.562647635459374, 1.577033293029426 6.562796847342941, 1.5765983535656551 6.5625713231765435, 1.5761649999999998 6.561923333333334, 1.5749359548742714 6.56087034775975, 1.5751216666666665 6.5602800000000006, 1.574991666666667 6.559699999999999, 1.575661666666667 6.559426666666667, 1.5756816666666666 6.5593683333333335, 1.5760450000000001 6.55923, 1.5759900000000002 6.559013333333333, 1.5761658102729212 6.557779729472405, 1.5763958563937455 6.557369758139994, 1.5767091548206107 6.557123595090314, 1.5774028870515266 6.5572727848173935, 1.5780233333333333 6.5545816666666665, 1.5781916666666667 6.554146666666666, 1.5783083333333332 6.554013333333334, 1.5783683333333334 6.5537399999999995, 1.57838 6.553570000000001, 1.5780750000000001 6.552569999999999))"
_mview_zaapzapb_formes_zaap_zapb.fid-7111a9c0_193e574b72f_6696,Maritime,Bas-Mono,Bas-Mono 1,Kpétsou,ZAAP Union La Grace,"POLYGON ((1.5585270622321603 6.517757643034219, 1.5585479213405435 6.514946878179619, 1.558480129238299 6.514222024163312, 1.5585424902485066 6.513925079739971, 1.5585517630613335 6.513602385853593, 1.5585295083105486 6.513472566474016, 1.5585295083105486 6.513198091214339, 1.5585461993736374 6.512995943894712, 1.5584423438699757 6.51277896007456, 1.5582698695513946 6.5124321568748345, 1.5581678686102984 6.512155827052592, 1.5581215045461638 6.511892479168307, 1.5581215045461638 6.511558657906537, 1.558045467480983 6.511532694030622, 1.5578896842254906 6.5115549487814075, 1.5577339009699982 6.511553094218842, 1.557704227968952 6.511695895536377, 1.5577135007817788 6.511866515292392, 1.5576003724652903 6.51200375292223, 1.5573889523328361 6.512083499112542, 1.5572220417019516 6.512163245302854, 1.5569957850689744 6.512233718680338, 1.556791783186782 6.512319028558346, 1.5566897822456855 6.512326446808608, 1.5564004704854855 6.512395065623528, 1.5558366834656079 6.512504484814886, 1.5555362443300156 6.512536012378497, 1.55548617114075 6.512504484814885, 1.5554175523258307 6.512372810872742, 1.5553118422596035 6.511957388858096, 1.555300714884211 6.5117960419149075, 1.5553211150724302 6.51163840409685, 1.5552895875088186 6.511527130342927, 1.5551912956928529 6.511528984905492, 1.555000275748618 6.511599458282976, 1.5548166740546452 6.511656949722504, 1.554762891740249 6.511677349910723, 1.5546757272996758 6.511547530531146, 1.5545588898580562 6.511174763455504, 1.5544754345426137 6.510814978317819, 1.5543752881640827 6.510210390921503, 1.5543066693491634 6.510049043978314, 1.554265868972725 6.509861733159209, 1.5541824136572824 6.509633621963667, 1.5540915400915785 6.5095112208343515, 1.5540321940894863 6.50931092807729, 1.5539913937130478 6.509259000325459, 1.553863428896036 6.509273836825981, 1.553709500203109 6.509288673326505, 1.5535908081989243 6.509284964201374, 1.5535147711337431 6.5093072189521575, 1.5534294612557356 6.509292382451635, 1.55330706012642 6.50931834632755, 1.5533367331274661 6.5094277655189074, 1.5533348785649006 6.509585403336965, 1.553236586748935 6.509628058275969, 1.553169822496581 6.509622494588273, 1.553082658056008 6.509629912838535, 1.552654254103404 6.509748604842719, 1.5524502522212116 6.509785696094027, 1.5522351229636269 6.509824641907899, 1.5520255573937383 6.5098394784084235, 1.5520255573937383 6.510000825351612, 1.5520329756439997 6.5103810106775155, 1.552044103019392 6.510633231186407, 1.552007011768084 6.510746359502896, 1.551943956640861 6.510857633256818, 1.5518363920120686 6.510952215947652, 1.5517306819458418 6.510963343323045, 1.5515990080036994 6.510987452636395, 1.551467334061557 6.5109855980738285, 1.5513912969963761 6.5109503613850865, 1.551089003298218 6.51094479769739, 1.550992566044818 6.510946652259956, 1.5509183835422027 6.510987452636394, 1.5506976905969216 6.510939234009694, 1.5503082324581903 6.51092068838404, 1.5498909558809786 6.510918833821475, 1.5498371735665823 6.51089286994556, 1.549814918815798 6.510874324319906, 1.549820482503494 6.510711122814152, 1.5498649920050633 6.510508975494525, 1.5498835376307172 6.510303119049768, 1.5499224834445904 6.51007315329166, 1.5499503018830714 6.509813514532506, 1.5499966659472062 6.509496384333825, 1.5500578665118638 6.509190381510536, 1.5501339035770445 6.508927033626251, 1.5502192134550523 6.508591357801917, 1.550456597463422 6.508086916784133, 1.5505456164665607 6.507888478589637, 1.5505196525906453 6.507840259962937, 1.550480706776772 6.507805023274195, 1.5504046697115912 6.507790186773672, 1.550350887397195 6.5077772048357145, 1.5503045233330603 6.507881060339375, 1.5502692866443182 6.507890333152202, 1.5502414682058374 6.507908878777855, 1.550234049955576 6.50794782459173, 1.5500819758252142 6.507897751402464, 1.549549761871622 6.50877949076299, 1.5494326928830349 6.508615463154861, 1.5486685862628387 6.50886861701991, 1.5485640731992858 6.508090575324573, 1.547161275635157 6.507939612010553, 1.5473772692998322 6.507208020565684, 1.54689650920749 6.5070152520262425, 1.5469661845831917 6.506423011332778, 1.54663638780487 6.506385851132404, 1.5467641259936564 6.506125729729785, 1.5466131626796362 6.506021216666232, 1.5465852925293555 6.50593760621539, 1.5468825741323502 6.505538134061367, 1.5460813073117794 6.504924990755192, 1.545995374348414 6.504825122716686, 1.545630739882241 6.504869250454631, 1.545600547219437 6.504848347841921, 1.5450408217012992 6.50499234361837, 1.54492469607513 6.504983053568276, 1.5447040573854078 6.505171177082671, 1.5446831547726974 6.505236207433326, 1.544083946541662 6.505178144620242, 1.5443789056321329 6.504437263125279, 1.5436844743876388 6.504495325938364, 1.5434104179098784 6.5045324861387375, 1.543240874495671 6.504513906038551, 1.5428948201296855 6.50462306412715, 1.5425928935016444 6.50486228291706, 1.5423211595364075 6.505078276581735, 1.5421167784343488 6.505289625221364, 1.5419727826578986 6.505438266022861, 1.5418264643689248 6.505545101598938, 1.5417358863805126 6.505693742400435, 1.541566342966305 6.505849350739503, 1.5416824685924746 6.505925993652775, 1.5417962717061207 6.505949218778009, 1.5418171743188314 6.5060305067163275, 1.542595216014168 6.5066808102228775, 1.542725276715478 6.506636682484933, 1.5432733896709985 6.507175505390358, 1.543382547759598 6.507249825791108, 1.5434847383106272 6.507356661367184, 1.5435938963992266 6.507433304280457, 1.5437216345880131 6.507561042469241, 1.5438818879521272 6.507591235132047, 1.5439074355898845 6.507653942970178, 1.5439538858403523 6.507809551309246, 1.5443974857323204 6.507999997336163, 1.5444810961831625 6.508113800449809, 1.5444648385954987 6.508220636025885, 1.5446692196975575 6.5083135365268205, 1.5447923128612973 6.508418049590374, 1.5448991484373735 6.50849701501617, 1.5450710143641042 6.508947582445708, 1.5453102331540136 6.5090381604341205, 1.5454286812927067 6.509117125859916, 1.5462345931383241 6.509275056711507, 1.5462554957510348 6.509384214800107, 1.546116144999631 6.509686141428148, 1.546292655951409 6.509616466052447, 1.5463739438897277 6.509586273389642, 1.5465434873039354 6.509642013690204, 1.5468152212691721 6.510538503524233, 1.5468639940321636 6.510643016587785, 1.546942959457959 6.511358350444991, 1.5473656567372163 6.511068036379567, 1.5471008903095496 6.51031089729694, 1.5471426955349705 6.510280704634136, 1.547305271411608 6.510368960110026, 1.5477674514037632 6.510587276287224, 1.547878932004886 6.510626759000122, 1.5478580293921755 6.510719659501058, 1.5478742869798392 6.510763787239002, 1.5477511938160997 6.511702082298453, 1.5476931310030149 6.511892528325371, 1.547662938340211 6.512210712541075, 1.54775816135367 6.5123709659051885, 1.5478603519046992 6.512456898868554, 1.5480089927061962 6.512573024494724, 1.5483155643592843 6.51293301393585, 1.5486058784247085 6.513304615939593, 1.5483387894845182 6.5134068064906225, 1.5484061423476965 6.513613510105204, 1.548515300436296 6.513824858744834, 1.549551141021729 6.513327841064828, 1.5496997818232263 6.513327841064828, 1.5499482906632294 6.513234940563891, 1.5500551262393054 6.513395193928006, 1.550206089553326 6.513397516440529, 1.5502664748789343 6.5133022934270715, 1.5504871135686566 6.513209392926134, 1.5506125292449198 6.513121137450246, 1.5507193648209958 6.513316228502211, 1.5507472349712765 6.513441644178475, 1.550793685221744 6.513590284979972, 1.5509655511484755 6.513490416941465, 1.5510050338613732 6.513518287091745, 1.551311605514461 6.514482129788954, 1.5514161185780138 6.514779411391949, 1.5517644954565226 6.514721348578863, 1.5519363613832535 6.514579675314936, 1.5518736535451216 6.514303296324651, 1.5519711990711043 6.514029239846891, 1.5520710671096103 6.513950274421097, 1.5521407424853118 6.513713378143711, 1.5522289979612007 6.5136344127179155, 1.5522731256991453 6.513474159353802, 1.5522731256991453 6.513237263076415, 1.5523474460998938 6.512847080972485, 1.5524449916258765 6.512433673743322, 1.5525495046894293 6.5121898099283655, 1.5526400826778415 6.512180519878272, 1.5527956910169087 6.512466188918649, 1.5529071716180314 6.5125846370573415, 1.5530581349320518 6.513104879862582, 1.5531161977451364 6.513592607492495, 1.5530349098068177 6.514426389488393, 1.55312548779523 6.514658640740732, 1.553167293020651 6.514777088879425, 1.5532323233713063 6.514953599831203, 1.5534715421612157 6.5152113987212985, 1.5535899902999086 6.515399522235693, 1.5536108929126191 6.515457585048779, 1.553740953613929 6.515517970374387, 1.5538315316023414 6.51560158082523, 1.553901206978043 6.5159011849407475, 1.553901206978043 6.516124146142993, 1.553931399640847 6.516172918905985, 1.5539801724038382 6.516251884331781, 1.5541288132053357 6.516221691668977, 1.5543099691821602 6.516277431969539, 1.5544864801339382 6.516309947144865, 1.5546351209354354 6.5163331722701, 1.5548209219373068 6.516291367044677, 1.555064785752263 6.51623794925664, 1.5553992275556316 6.5161775639310315, 1.55560360865769 6.516110211067853, 1.555768507046851 6.516172918905984, 1.555951985536199 6.516337817295145, 1.5564118430158307 6.516423750258511, 1.5566766094434974 6.516532908347111, 1.5567068021063015 6.516669936585991, 1.556739317281629 6.516834834975152, 1.5567021570812547 6.517053151152352, 1.556667319393404 6.517280757379644, 1.5567021570812551 6.5176012641078716, 1.5569669235089216 6.517687197071237, 1.557057501497334 6.517754549934416, 1.5571132417978955 6.518061121587502, 1.5574314260136004 6.517954286011427, 1.55768457987865 6.517889255660772, 1.5581258572580945 6.517784742597221, 1.558525329412118 6.51774990490937, 1.5585270622321603 6.517757643034219))"
_mview_zaapzapb_formes_zaap_zapb.fid-7111a9c0_193e574b72f_6697,Maritime,Bas-Mono,Bas-Mono 1,Kpétsou,ZAAP Lomnava,"POLYGON ((1.5966083333333336 6.562846666666667, 1.5967633333333335 6.562765, 1.5968016666666665 6.562781666666666, 1.5971699999999998 6.562588333333334, 1.5972366666666669 6.5626083333333325, 1.6008750000000003 6.560593333333332, 1.6007799999999999 6.560336666666666, 1.6019733333333335 6.5597416666666675, 1.6023216666666666 6.55955, 1.603095 6.5587116666666665, 1.6035949999999999 6.558364999999999, 1.6037700000000001 6.55827, 1.6039216666666665 6.558173333333333, 1.6043266666666667 6.557953333333334, 1.6044649999999998 6.55806, 1.604786666666667 6.558588333333334, 1.604786666666667 6.55865, 1.6050366666666667 6.5589466666666665, 1.6051366666666667 6.558931666666666, 1.605386666666667 6.559691666666667, 1.6057283333333334 6.559653333333333, 1.6059400000000001 6.559638333333334, 1.6060916666666665 6.559619999999999, 1.60634 6.559619999999999, 1.60657 6.559963333333333, 1.6067550000000002 6.5605866666666675, 1.607181666666667 6.560478333333333, 1.6074183333333334 6.5604233333333335, 1.6074166666666665 6.5604233333333335, 1.6074833333333336 6.56074, 1.6075016666666664 6.561653333333334, 1.6066483333333332 6.5619733333333325, 1.6067433333333332 6.562933333333333, 1.6061233333333333 6.563283333333334, 1.6054783333333333 6.563558333333333, 1.6051199999999999 6.563810000000001, 1.604765 6.5639449999999995, 1.6045383333333334 6.565216666666667, 1.6040599999999998 6.565535, 1.6037433333333335 6.565228333333333, 1.6032483333333332 6.564928333333334, 1.6031683333333333 6.564898333333334, 1.6030666666666666 6.564848333333333, 1.6030099999999998 6.5648116666666665, 1.6026716666666667 6.56469, 1.6023583333333336 6.564678333333334, 1.6022 6.564726666666667, 1.6019033333333335 6.564806666666668, 1.6018600000000003 6.564838333333334, 1.6018016666666668 6.5648349999999995, 1.6016483333333331 6.564863333333333, 1.601563333333333 6.564728333333333, 1.60097 6.564801666666667, 1.6001816666666664 6.564988333333334, 1.5998900000000003 6.565118333333333, 1.5991183333333334 6.56515, 1.5988866666666666 6.565141666666666, 1.598925 6.5652349999999995, 1.5988200000000001 6.565463333333334, 1.5983416666666665 6.5656099999999995, 1.5981099999999997 6.565381666666667, 1.5979733333333335 6.565286666666666, 1.5978983333333332 6.5652349999999995, 1.5977716666666666 6.5651633333333335, 1.597745 6.565073333333333, 1.5974066666666666 6.5645533333333335, 1.597375 6.564443333333332, 1.597305 6.564396666666666, 1.5972849999999998 6.564306666666666, 1.5971416666666665 6.56418, 1.5970033333333333 6.563955, 1.59686 6.563691666666667, 1.5968849999999999 6.563549999999999, 1.5967483333333334 6.5633300000000006, 1.5966083333333336 6.562846666666667))"
_mview_zaapzapb_formes_zaap_zapb.fid-7111a9c0_193e574b72f_6698,Maritime,Bas-Mono,Bas-Mono 2,Hompou,ZAAP Hompou,"POLYGON ((1.7158932806668907 6.42698833612296, 1.7159457592724572 6.427779723302688, 1.7162409215189822 6.427753631612386, 1.7164904233074807 6.428107500162087, 1.7167170948669663 6.428420600445693, 1.7168524455104 6.428547797435908, 1.7169763810393277 6.428758161688955, 1.7170872707231049 6.428934280598484, 1.7171492384875682 6.429038647359686, 1.7172470823261952 6.429257165265953, 1.7173269881277404 6.4294414378287, 1.717578120646883 6.429583311394709, 1.7177999000144368 6.429444699289988, 1.718000479883622 6.429914349715396, 1.7182646582479146 6.429979578941148, 1.7184179469284302 6.430013824284667, 1.7186299419121218 6.430033393052392, 1.7188875973538393 6.429976317479859, 1.7191729752165013 6.4299241340992594, 1.7195610891097213 6.42963549477531, 1.7198383133191641 6.429314240838485, 1.720082922915731 6.429162582888614, 1.7203259017816546 6.429103876585437, 1.7208738272779653 6.4288592669888684, 1.7215799336467228 6.428779361187323, 1.7220691528398575 6.428619549584233, 1.7224164984669825 6.428353740489297, 1.7226920919457813 6.428039009475047, 1.7228192889359963 6.427652526312469, 1.7227035070602874 6.427191029540278, 1.722354530702518 6.42691543606148, 1.7218441120110144 6.426617012353669, 1.7214983971145326 6.426294127686199, 1.7212635719018285 6.425302643454779, 1.721258679709897 6.424927575406709, 1.7215978716838036 6.4243095284927145, 1.7216908233304997 6.423424041753141, 1.721697346253075 6.422877746987473, 1.7216321170273232 6.422362436104039, 1.7214608903097264 6.421858540335111, 1.7214119683904126 6.421478580095109, 1.721371200124318 6.421292676801718, 1.7213956610839747 6.420964899942319, 1.7214038147371937 6.420568632395879, 1.7214038147371937 6.420568632395879, 1.7216060253370227 6.420310976954161, 1.7218587885868089 6.420071259549524, 1.7221343820656079 6.419846218720683, 1.7223251775509307 6.419776097303, 1.7226170783361678 6.419862526027121, 1.722785043592477 6.41990981721579, 1.7228943025456103 6.420152796081713, 1.7229008254681855 6.420397405678281, 1.7229285478891299 6.420633861621629, 1.723417767082264 6.42052297193785, 1.7238515414335098 6.420405559331497, 1.7243570679330826 6.4202375940751875, 1.7249327158503378 6.419948954751239, 1.7252702770936006 6.4197157602691775, 1.725646975872314 6.41937656829527, 1.7261525023718862 6.4190748831261715, 1.7263938505071654 6.418950947597243, 1.7268520858180683 6.419024330476214, 1.7273673967015033 6.419127066506772, 1.72749948588365 6.419148266005141, 1.7280017509219348 6.4190031309778455, 1.7283132204748972 6.418293763147799, 1.7285235847279454 6.417708330846681, 1.728763302132581 6.417008747400498, 1.72895246688726 6.416516266746077, 1.728190915676614 6.416294487378523, 1.7277816022850248 6.416168921118952, 1.7271798626774695 6.415997694401355, 1.7268879618922321 6.4158851739869345, 1.7266286757198708 6.415782437956376, 1.7262128394057066 6.4156128419694225, 1.7255866388384942 6.415479122056634, 1.724957176809994 6.415355186527706, 1.724557647802268 6.415237773921354, 1.7241369192961722 6.415108946200495, 1.7237944658609783 6.414999687247362, 1.7235857323385742 6.4149344580216106, 1.723287308630762 6.414849660028135, 1.7231372814115338 6.414776277149164, 1.7228861488923914 6.414645818697661, 1.7227573211715326 6.414570805088046, 1.7224800969620897 6.41451209878487, 1.7221751503317024 6.414438715905901, 1.7219582631560795 6.414329456952767, 1.7216728852934178 6.414218567268991, 1.7214478444645758 6.414123984891651, 1.7212782484776221 6.413970696211137, 1.721009177921398 6.413708148577488, 1.7208020751296378 6.413549967705041, 1.7205166972669759 6.413352649297143, 1.720366670047748 6.413276004956886, 1.7200715078012234 6.412853645720147, 1.7198823430465449 6.412744386767012, 1.7197209007128107 6.41266121950418, 1.719495859883969 6.4125747907800585, 1.7193556170486037 6.412509561554307, 1.7193034336680026 6.412793308686323, 1.7193702936243977 6.412944966636196, 1.7193882316614792 6.413152069427957, 1.719370293624398 6.413292312263322, 1.7193246331663719 6.4135255067453825, 1.7192382044422514 6.413641288621091, 1.719097961606886 6.413887528948301, 1.7189446729263709 6.41421856726899, 1.7187620310942675 6.414528406091309, 1.7185793892621635 6.414724093768562, 1.718398378160704 6.414903474139378, 1.718256504594695 6.415025778937662, 1.718108108106111 6.4154465074437566, 1.71799558769169 6.415637302929079, 1.7178406682805303 6.415929203714317, 1.71769390252259 6.416181966964103, 1.717483538269542 6.416513005284791, 1.7173514490873958 6.416861981642561, 1.7171932682149489 6.417196281424537, 1.7171068394908284 6.417414799330803, 1.717105208760185 6.417773560072435, 1.7170367180731465 6.417965986288401, 1.7169894268844768 6.41810785985441, 1.716920936197438 6.418376930410633, 1.7168654913555494 6.41855631078145, 1.7171296697198422 6.418809074031236, 1.7173008964374392 6.419076513856816, 1.7175552904178693 6.419167834772868, 1.7178178380515177 6.419391244871066, 1.7179156818901447 6.419648900312783, 1.717964603809458 6.419942431828664, 1.7180526632642226 6.4202000872703815, 1.7180754934932352 6.420232701883258, 1.7184440386187299 6.420177257041369, 1.7187261550201043 6.42028977745579, 1.7188680285861133 6.420532756321713, 1.7191631908326377 6.420743120574761, 1.7194241077356431 6.420893147793987, 1.7196638251402787 6.421110034969611, 1.7197600382482618 6.421344860182316, 1.7195888115306648 6.421718297499742, 1.719236573711608 6.4218487559512445, 1.7190327323811352 6.421936815406009, 1.7188288910506624 6.422104780662318, 1.7186544028717774 6.422256438612189, 1.7183576098946094 6.422721196845667, 1.7183576098946094 6.422721196845667, 1.718023310112634 6.423326197914509, 1.7178455604724616 6.423859446835024, 1.7179825418465393 6.42434866602816, 1.7179939569610458 6.424572076126358, 1.7178439297418178 6.424697642385929, 1.7173335110503136 6.424635674621467, 1.7170709634166648 6.424617736584385, 1.7167627553249905 6.42465850485048, 1.7165458681493675 6.424968343672797, 1.7167187255976084 6.425301012724129, 1.7170742248779527 6.42549996186267, 1.7172258828278248 6.42572500269151, 1.7172307750197562 6.4259679815574335, 1.7172079447907433 6.4262892354942585, 1.7165947900686813 6.426621904545591, 1.716087632838465 6.42687140633409, 1.7158932806668907 6.42698833612296))"
_mview_zaapzapb_formes_zaap_zapb.fid-7111a9c0_193e574b72f_6699,Maritime,Bas-Mono,Bas-Mono 2,Hompou,ZAAP Aveve,"POLYGON ((1.7289733333333337 6.390388333333334, 1.729915 6.389894999999999, 1.7302433333333336 6.389939999999999, 1.730565 6.389920000000001, 1.7310583333333331 6.38981, 1.7328116666666669 6.389253333333333, 1.732945 6.389046666666667, 1.73302 6.388701666666666, 1.733458333333333 6.388981666666666, 1.7342016666666666 6.389286666666667, 1.735335 6.389566666666667, 1.7358866666666666 6.389610000000001, 1.736205 6.389695000000001, 1.7365099999999998 6.389751666666666, 1.7367650000000001 6.389759999999999, 1.736821666666667 6.3900250000000005, 1.7367433333333333 6.390178333333334, 1.7368033333333335 6.390636666666667, 1.7368433333333333 6.390673333333333, 1.7370916666666667 6.391001666666667, 1.737506666666667 6.392354999999999, 1.7378 6.392709999999999, 1.737906666666667 6.392768333333334, 1.7392499999999997 6.392869999999999, 1.7395383333333334 6.392966666666666, 1.7403133333333334 6.393276666666666, 1.7411733333333337 6.392758333333334, 1.7415066666666665 6.392935, 1.7422233333333335 6.392571666666667, 1.7433449999999997 6.391258333333334, 1.7438700000000003 6.391053333333334, 1.7438566666666668 6.391208333333333, 1.7440449999999998 6.391228333333333, 1.7455633333333334 6.389813333333333, 1.7459151117694254 6.38967709349556, 1.7462783333333334 6.389795, 1.7463449999999998 6.390126666666666, 1.7469800000000002 6.3900250000000005, 1.7470500000000002 6.391036666666667, 1.7471583333333331 6.391613333333334, 1.7473262667561535 6.392622939434584, 1.7467504164043686 6.392744889937576, 1.745938525149661 6.393910810353549, 1.7459559522464965 6.395419849389529, 1.7449833333333336 6.395158333333334, 1.7447883333333332 6.394971666666667, 1.7436266206566675 6.3958082890303345, 1.74298 6.396665, 1.7429683333333335 6.3977233333333325, 1.7430216666666667 6.398065000000001, 1.7437066666666667 6.397858333333333, 1.7437400000000003 6.398241666666666, 1.7427266666666668 6.398433333333332, 1.7428616666666665 6.39904, 1.741565 6.39895, 1.7412516666666666 6.399085, 1.7409683333333335 6.3987516666666675, 1.7409833333333333 6.398140000000001, 1.740595 6.397368333333333, 1.7400499999999999 6.396143333333333, 1.739933333333333 6.396963333333334, 1.73937 6.39689, 1.7388183333333336 6.3964333333333325, 1.7379883333333335 6.396604999999999, 1.7341183333333334 6.396455, 1.7339849999999999 6.395671666666668, 1.7341766666666667 6.3939200000000005, 1.7336866666666666 6.3936, 1.7336733333333334 6.393461666666667, 1.7339233333333335 6.393071666666667, 1.7328233333333336 6.393018333333333, 1.7323966666666668 6.392556666666667, 1.73065 6.3937833333333325, 1.7288433333333335 6.392035000000001, 1.7284916666666665 6.3913633333333335, 1.728503333333333 6.390578333333334, 1.728875 6.390439999999999, 1.7289733333333337 6.390388333333334))"
