FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,exploitation_nom,exploitation_annee,terrain,geometry
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2444,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Yomtcheba,2012,Prive - individuel,POINT (1.2455629553103185 8.624607221828416)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2445,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Alassani,2011,Prive - individuel,POINT (1.245843741621669 8.632833692375312)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2446,Centrale,Sotouboua,Sotouboua 2,Séssaro,TETEROU,Plantation Poufeï,2015,Prive - individuel,POINT (1.1328915622169906 8.596033121534521)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2447,Centrale,Sotouboua,Sotouboua 2,Tittigbe,NIAMGOULAM,Plantation Batadja,1998,Prive - individuel,POINT (1.0930928109808302 8.632491601470297)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2448,Centrale,Sotouboua,Sotouboua 2,Tittigbe,NIAMGOULAM,Plantation Koudjoulma,2000,Prive - individuel,POINT (1.0959399708224857 8.63466043236438)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2449,Centrale,Sotouboua,Sotouboua 2,Tittigbe,NIAMGOULAM,Plantation Batadja,1998,Prive - individuel,POINT (1.1009901218142102 8.638268005533055)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_244a,Centrale,Sotouboua,Sotouboua 2,Tittigbe,NIAMGOULAM,Plantation Koumingou,2002,Prive - individuel,POINT (1.0778449405121189 8.64209336738777)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_244b,Centrale,Sotouboua,Sotouboua 2,Tittigbe,NIAMGOULAM,Plantation Kokolika,2006,Prive - individuel,POINT (1.0750183431688347 8.641790474040304)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_244c,Centrale,Sotouboua,Sotouboua 2,Tittigbe,BOUVELEM-POYO,Plantation Saou,2000,Prive - individuel,POINT (1.0879665037576116 8.611028147242259)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_244d,Centrale,Sotouboua,Sotouboua 2,Tittigbe,BOUVELEM-POYO,Plantation Saou,2000,Prive - individuel,POINT (1.0900982472545722 8.603138927578328)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_244e,Centrale,Sotouboua,Sotouboua 2,Tittigbe,KOURIYO,Plantation Pouwi,2003,Prive - individuel,POINT (1.1065556432989454 8.603370652074018)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_244f,Centrale,Sotouboua,Sotouboua 2,Tittigbe,TETEROU,Plantation Paguilou,1978,Prive - entreprise,POINT (1.1192712882308036 8.612439482794132)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2450,Centrale,Sotouboua,Sotouboua 2,Aouda,TCHAWARE,Plantation Idrissou,2009,Prive - individuel,POINT (0.9841404860830201 8.814120058273735)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2451,Centrale,Sotouboua,Sotouboua 2,Aouda,TCHAWARE,Plantation Kpelafia,2017,Prive - individuel,POINT (0.985794818823558 8.81289046486525)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2452,Centrale,Sotouboua,Sotouboua 2,Aouda,TCHAWARE,Plantation Andadjo,2003,Prive - individuel,POINT (0.980435 8.812843333333332)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2453,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Kogomna,1999,Prive - individuel,POINT (0.9701345763862173 8.793042798056923)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2454,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Tanan,2000,Prive - individuel,POINT (0.9712139236400946 8.79579275155135)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2455,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Ahoulimi,1993,Prive - individuel,POINT (0.9676995301413354 8.7893360591932)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2456,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Matossouwe,1998,Prive - individuel,POINT (0.97048 8.799405)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2457,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Katako,2006,Prive - individuel,POINT (0.9704926821689805 8.795334238762145)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2458,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Kokomna,1996,Prive - individuel,POINT (0.968415012516232 8.793240274081379)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2459,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Behez,2003,Prive - individuel,POINT (0.9799497963136931 8.800862391466978)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_245a,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Awizoba,2000,Prive - individuel,POINT (0.9724239448161717 8.790784567539799)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_245b,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Efalou,2000,Prive - individuel,POINT (0.9640855647782001 8.790977164156326)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_245c,Centrale,Sotouboua,Sotouboua 2,Aouda,KOZAH,Plantation Bali,2000,Prive - individuel,POINT (0.9667618484568545 8.775005229555878)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_245d,Centrale,Sotouboua,Sotouboua 2,Aouda,KOZAH,Plantation Didier,1997,Prive - individuel,POINT (0.9624372686422914 8.779069000563991)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_245e,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Kagniga,1995,Prive - individuel,POINT (0.9766575956268743 8.801276671922444)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_245f,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MATCHATOM,Plantation Kpatcha,1992,Prive - individuel,POINT (0.972535 8.794046666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2460,Centrale,Sotouboua,Sotouboua 2,Aouda,KOZAH,Plantation Donou,2002,Prive - individuel,POINT (0.9675937317725866 8.773829615801844)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2461,Centrale,Sotouboua,Sotouboua 2,Aouda,KOZAH,Plantation Lawou-abalo,1998,Prive - individuel,POINT (0.9611733333333333 8.775865000000001)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2462,Centrale,Sotouboua,Sotouboua 2,Aouda,POUTONOU,Plantation Tiwo,2017,Prive - individuel,POINT (0.9438353703014892 8.809227705574731)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2463,Centrale,Sotouboua,Sotouboua 2,Aouda,POUTONOU,Plantation Tagba,2016,Prive - individuel,POINT (0.9465042980697436 8.812378195484717)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2464,Centrale,Sotouboua,Sotouboua 2,Aouda,POUTONOU,Plantation Egbidi,2013,Prive - individuel,POINT (0.9536115451063761 8.813541298555203)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2465,Centrale,Sotouboua,Sotouboua 2,Aouda,POUTONOU,Plantation Hada,2009,Prive - individuel,POINT (0.9580352131710785 8.810768062859074)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2466,Centrale,Sotouboua,Sotouboua 2,Aouda,KOMSADE,Plantation Balack,2005,Prive - individuel,POINT (0.9711688933787382 8.732546077327877)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2467,Centrale,Sotouboua,Sotouboua 2,Aouda,TCHARE-COPE,Plantation Wiyao,1977,Prive - individuel,POINT (1.1548969107435623 8.679660789001428)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2468,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MONO,Plantation Tchedre,1998,Prive - individuel,POINT (1.184606117857372 8.684640782443047)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2469,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MONO,Plantation Koyokina,1982,Prive - individuel,POINT (1.1678458377642493 8.699843478299265)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_246a,Centrale,Sotouboua,Sotouboua 2,Aouda,HALOUKPABOUNDOU,Plantation Amadou,1998,Prive - individuel,POINT (1.104711118615406 8.697208618250983)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_246b,Centrale,Sotouboua,Sotouboua 2,Aouda,HALOUKPABOUNDOU,Plantation Tchariye,1996,Prive - individuel,POINT (1.08106433243491 8.705168286954999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_246c,Centrale,Sotouboua,Sotouboua 2,Aouda,AOUDA,Plantation Awade,2000,Prive - individuel,POINT (1.075307821494417 8.709557645159137)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_246d,Centrale,Sotouboua,Sotouboua 2,Aouda,AOUDA,Plantation Atchossi,1999,Prive - individuel,POINT (1.0583579054200198 8.723771018235576)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_246e,Centrale,Sotouboua,Sotouboua 2,Kériadé,MELANBOUA,Plantation Pissangue,2008,Prive - individuel,POINT (0.8950360716671572 8.688281124576184)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_246f,Centrale,Sotouboua,Sotouboua 2,Kériadé,KATCHALIKADI,Plantation Sapseya,2017,Prive - individuel,POINT (0.8539084348275624 8.710219222498246)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2470,Centrale,Sotouboua,Sotouboua 2,Kériadé,KATCHALIKADI,Plantation Ekpai,2015,Prive - individuel,POINT (0.8530959945264364 8.708640943843974)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2471,Centrale,Sotouboua,Sotouboua 2,Kériadé,KATCHALIKADI,Plantation Gnakpao,2015,Prive - individuel,POINT (0.8558945647501534 8.705803827877062)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2472,Centrale,Sotouboua,Sotouboua 2,Adjengré,BABADE,Plantation Langue,1998,Prive - individuel,POINT (1.031835106181894 8.704148623728713)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2473,Centrale,Sotouboua,Sotouboua 2,Kériadé,FITA,Plantation Efindi,2010,Prive - individuel,POINT (0.9218810321177379 8.711124269482076)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2474,Centrale,Sotouboua,Sotouboua 2,Kériadé,FITA,Plantation d'Anacades Pitassa,2016,Prive - individuel,POINT (0.9238981035810271 8.712641909899872)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2475,Centrale,Sotouboua,Sotouboua 2,Kériadé,FITA,Plantation d'Anacades Lakgnan,2005,Prive - individuel,POINT (0.9232986946104309 8.710790663736201)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2476,Centrale,Sotouboua,Sotouboua 2,Kériadé,FITA,Plantationde Manguier Bafalgle 1,1995,Prive - individuel,POINT (0.9098274764574082 8.718382033656134)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2477,Centrale,Sotouboua,Sotouboua 2,Kériadé,N'DJAVIZI,Plantation de Manguier Kpelou,1990,Prive - individuel,POINT (0.9294235589574174 8.646270037728259)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2478,Centrale,Sotouboua,Sotouboua 2,Kériadé,N'DJAVEZI,Plantation de Manguier Patchassi,2004,Prive - individuel,POINT (0.9428988079638758 8.637139433736644)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2479,Centrale,Sotouboua,Sotouboua 2,Kériadé,N'DJAVEZI,Plantation d'Anacarde Kabyedom,2010,Prive - individuel,POINT (0.9484815667853306 8.634554384763735)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_247a,Centrale,Sotouboua,Sotouboua 2,Kériadé,N'DJAVEZI,Plantation de Manguier Agba,2004,Prive - individuel,POINT (0.9469754383950055 8.63235859403537)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_247b,Centrale,Sotouboua,Sotouboua 2,Kériadé,N'DJAVEZI,Plantation d'Anacades Moussa,2018,Prive - individuel,POINT (0.9403222082970619 8.63595608268892)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_247c,Centrale,Sotouboua,Sotouboua 2,Adjengré,LIDAOUWE,Plantation Poyodi,1996,Prive - individuel,POINT (1.0090429761731676 8.668184868493142)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_247d,Centrale,Sotouboua,Sotouboua 2,Adjengré,LIDAOUWE,Plantation d'Anacades Boukpessi,1985,Prive - individuel,POINT (1.011894659648583 8.675908084037596)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_247e,Centrale,Tchamba,Tchamba 3,Balanka,PARAMPA,Plantation d'Anacades Sabi,2000,Prive - individuel,POINT (1.6241758645373718 8.874273080734993)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_247f,Centrale,Sotouboua,Sotouboua 2,Adjengré,LIDAOUWE,Plantation Balack,2005,Prive - individuel,POINT (1.0011399733930981 8.677933052891454)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2480,Centrale,Sotouboua,Sotouboua 2,Adjengré,LIDAOUWE,Plantation d'Anacades Bouzia,2008,Prive - individuel,POINT (1.000692915771992 8.687249474506055)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2481,Centrale,Sotouboua,Sotouboua 2,Adjengré,LIDAOUWE,Plantation de Teck Djoliba,2003,Prive - individuel,POINT (0.9991378185301594 8.690259978408235)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2482,Centrale,Sotouboua,Sotouboua 2,Adjengré,LIDAOUWE,Plantation d'Anacades Donou,2017,Prive - individuel,POINT (1.0001011439687348 8.694681144443233)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2483,Centrale,Sotouboua,Sotouboua 2,Kériadé,KOMSADE,Plantation Babaki,2006,Prive - individuel,POINT (0.9711302729461173 8.713013986742956)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2484,Centrale,Sotouboua,Sotouboua 2,Kériadé,ADJENGRE,Plantation Nimon,1992,Prive - individuel,POINT (0.9882054181080199 8.676947950488374)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2485,Centrale,Sotouboua,Sotouboua 2,Kériadé,ADJENGRE,Plantation Silmwa,1986,Prive - individuel,POINT (0.9837167896314648 8.67637748682257)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2486,Centrale,Sotouboua,Sotouboua 2,Adjengré,Lidaouwe,Plantation Car,1958,Prive - individuel,POINT (1.0016952657536795 8.67502709575728)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2487,Centrale,Sotouboua,Sotouboua 2,Adjengré,Waga,Plantation Alfa,1994,Prive - individuel,POINT (1.0067774910278848 8.662062508149576)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2488,Centrale,Mô,Mô 1,Djarkpanga,KPARAKOUDE,Plantation Site Forêt Communale Mo 1,2021,Domaine public de l Etat ou des collectivites territoriales,POINT (0.5449736818953287 8.78303209814188)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2489,Centrale,Mô,Mô 1,Djarkpanga,ADJONDO,Plantation Site de La Plantation de La Mairie de Mo1,2021,Domaine public de l Etat ou des collectivites territoriales,POINT (0.5736186300463864 8.788261163601318)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_248a,Centrale,Mô,Mô 2,Saïboudè,SAÏBOUDE,Plantation Tiou,2016,Prive - individuel,POINT (0.491965672865332 8.614654869463568)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_248b,Centrale,Mô,Mô 2,Saïboudè,GBANZABAMDE,Plantation Adjifile,2012,Prive - individuel,POINT (0.4856191098259651 8.601654240156435)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_248c,Centrale,Mô,Mô 2,Saïboudè,SAÏBOUDE,Plantation Ouro,2014,Prive - individuel,POINT (0.5198484461957141 8.575509402231393)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_248d,Centrale,Mô,Mô 2,Saïboudè,SAÏBOUDE,Plantation Tchibere,2014,Prive - individuel,POINT (0.5249376000797003 8.578213517815534)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_248e,Centrale,Mô,Mô 2,Saïboudè,GBANZABAMDE,Plantation Gbandi,Nsp,Prive - individuel,POINT (0.4935054821974507 8.598536792734194)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_248f,Centrale,Mô,Mô 2,Saïboudè,GBANZABAMDE,Plantation Monti,2012,Prive - individuel,POINT (0.4955447207043972 8.603693831434448)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2490,Centrale,Mô,Mô 2,Saïboudè,GBANZABAMDE,Plantation Monti,Nsp,Prive - individuel,POINT (0.5482787803975127 8.618874517632447)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2491,Centrale,Mô,Mô 2,Tindjasse,SEBONIA,Plantation Ouro-daba,2012,Prive - individuel,POINT (0.5038245294759023 8.702084115277842)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2492,Centrale,Mô,Mô 2,Tindjasse,TINDJASSE LAO,Plantation Kalaya,2021,Prive - individuel,POINT (0.478388328136396 8.648512141153038)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2493,Centrale,Mô,Mô 2,Tindjasse,Sibonia,Plantation Epp Sibonia,2021,Domaine public de l Etat ou des collectivites territoriales,POINT (0.5029054545513868 8.703055035905729)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2494,Centrale,Mô,Mô 2,Tindjasse,TINDJASSE,Plantation Kalaya,2009,Prive - individuel,POINT (0.4703838174860906 8.652691128152057)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2495,Centrale,Mô,Mô 2,Tindjasse,TINDJASSE,Plantation Seyi,2000,Prive - individuel,POINT (0.424433714127431 8.684525168090683)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2496,Centrale,Mô,Mô 2,Tindjasse,BOUDA,Plantation Sondou,2013,Prive - individuel,POINT (0.4951363800564171 8.66846224120294)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2497,Centrale,Mô,Mô 2,Tindjasse,KANDJO,Plantation Soulemana,2003,Prive - individuel,POINT (0.4450591242984199 8.674526529393255)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2498,Centrale,Sotouboua,Sotouboua 3,Kazaboua,TCHARBOWAI,Plantation Kalao,1995,Prive - individuel,POINT (1.1433063153720326 8.42286313551361)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2499,Centrale,Sotouboua,Sotouboua 3,Kazaboua,KAZA-KPALEWAI,Plantation Simwila,2014,Prive - individuel,POINT (1.1556748401998898 8.414193875446594)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_249a,Centrale,Sotouboua,Sotouboua 3,Kazaboua,KAZA-KPALEWAI,Plantation Kagnissa,2019,Prive - individuel,POINT (1.1772279451206942 8.419007951363488)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_249b,Centrale,Sotouboua,Sotouboua 3,Kazaboua,KAZA-KPALEWAI,Plantation Tchamie,2015,Prive - individuel,POINT (1.1793531283007137 8.417638494647273)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_249c,Centrale,Sotouboua,Sotouboua 3,Kazaboua,KAZA-KPALEWAI,Plantation Simwela,2019,Prive - individuel,POINT (1.1565886612188625 8.414433023055574)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_249d,Centrale,Sotouboua,Sotouboua 3,Kazaboua,KAZA-KPALEWAI,Plantation Tawelike,2019,Prive - individuel,POINT (1.1551544029920942 8.416085139973303)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_249e,Centrale,Sotouboua,Sotouboua 3,Kazaboua,AGONBIO-MONO,Plantation Alassi,2014,Prive - individuel,POINT (1.2176205661253587 8.430411164075336)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_249f,Centrale,Sotouboua,Sotouboua 3,Bodjondè,BIOYO,Plantation Tchassa,2016,Prive - individuel,POINT (1.026455167373811 8.432193144643783)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_24a0,Centrale,Sotouboua,Sotouboua 3,Tchébébé,YOMABOUA,Plantation de Manguier de Lekezim,2006,Prive - individuel,POINT (0.99515931765683 8.396813624150187)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_24a1,Centrale,Sotouboua,Sotouboua 3,Tchébébé,SORADE,Plantation d'Anacarde Djake,2018,Prive - individuel,POINT (1.004906242582869 8.407914751214344)
